Group,Species,Individual,proboscisLength,bodyLength,proboscisBodyRatio,wingLength,wingArea,aspectRatio,lightness,contrast,OBS,,,
Erebidae: Arctiinae,Echeta_sp_1441,EcEs-Lep-01512,NA,20.49,NA,29.29,430.14,1.99,98,44,,,,
Erebidae: Arctiinae,Echeta_sp_922,EcEs-Lep-00495,NA,14.95,NA,17.9,184.64,1.74,156,62,,,,
Erebidae: Arctiinae,Echeta_sp_922,EcEs-Lep-01167,NA,14.68,NA,15.72,152.33,1.62,109,55,,,,
Erebidae: Arctiinae,Echeta_sp_922,EcEs-Lep-08299,NA,13.66,NA,15.88,149.71,1.69,128,58,,,,
Erebidae: Arctiinae,Elysius_nr_disciplaga_2346,EcEs-Lep-00047,10.88,17.79,0.61,19.48,202.01,1.88,119,60,,,,
Erebidae: Arctiinae,Elysius_nr_disciplaga_2346,EcEs-Lep-07729,NA,16.45,NA,20.44,238.17,1.76,144,59,,,,
Erebidae: Arctiinae,Elysius_nr_pyrosticta_923,EcEs-Lep-00481,NA,19.46,NA,24.65,312.05,1.95,84,61,,,,
Erebidae: Arctiinae,Elysius_sp_1359,EcEs-Lep-01833,8.48,19,0.45,22.79,284.34,1.83,112,56,PL: proxy from pyrosicta (0878),,,
Erebidae: Arctiinae,Elysius_sp_1439,EcEs-Lep-04924,8.48,22.31,0.38,26.59,385.13,1.84,104,45,,,,
Erebidae: Arctiinae,Emurena_sp_924,EcEs-Lep-00376,5.53,13.84,0.4,16.84,132.41,2.14,131,57,,,,
Erebidae: Arctiinae,Epeiromulona_nr_phelina_1057,EcEs-Lep-00334,2.06,7.56,0.27,9.85,54.51,1.78,164,32,,,,
Erebidae: Arctiinae,Epidesma_(cf)_sp_801,EcEs-Lep-08546,5.22,11.94,0.44,16.51,129.85,2.1,49,39,PL: proxy from hoffmannsi (0048),,,
Erebidae: Arctiinae,Epidesma_nr_hoffmannsi_800,EcEs-Lep-00048,5.22,12.38,0.42,14.22,110.45,1.83,64,44,,,,
Erebidae: Arctiinae,Episcepsis_demonis_1133,EcEs-Lep-00050,9.8,13.64,0.72,18.62,171.82,2.02,50,34,,,,
Erebidae: Arctiinae,Episcepsis_demonis_1133,EcEs-Lep-00075,9.87,13.87,0.71,18.9,164.14,2.18,96,58,,,,
Erebidae: Arctiinae,Episcepsis_fumata_gr_824,EcEs-Lep-00446,9.02,13.58,0.66,18.25,154.52,2.15,42,15,,,,
Erebidae: Arctiinae,Episcepsis_fumata_gr_824,EcEs-Lep-00777,8.29,12.96,0.64,17.88,157.81,2.03,46,16,,,,
Erebidae: Arctiinae,Episcepsis_luctuosa_802,EcEs-Lep-00232,7.49,15.18,0.49,15.81,119.84,2.09,70,45,,,,
Erebidae: Arctiinae,Episcepsis_luctuosa_802,EcEs-Lep-00447,7.39,13.24,0.56,15.35,110.9,2.13,60,34,,,,
Erebidae: Arctiinae,Episcepsis_sp_803,EcEs-Lep-00769,5.45,10.64,0.51,12.56,78.58,2.01,53,20,,,,
Erebidae: Arctiinae,Episcepsis_sp_804,EcEs-Lep-00837,7.06,13.42,0.53,16.99,133.56,2.16,58,27,PL: average from all Episcepsis,,,
Erebidae: Arctiinae,Episcepsis_sp_850,EcEs-Lep-00834,7.06,14.32,0.49,17.37,147.65,2.04,86,43,PL: average from all Episcepsis,,,
Erebidae: Arctiinae,Episcepsis_sp_850,EcEs-Lep-08551,7.06,14.58,0.48,16.69,139.32,2,56,28,PL: average from all Episcepsis,,,
Erebidae: Arctiinae,Episcepsis_thetis_gr_2151,EcEs-Lep-00297,7.1,13.59,0.52,15.09,126.35,1.8,64,42,,,,
Erebidae: Arctiinae,Episcepsis_thetis_gr_2151,EcEs-Lep-00839,NA,13.9,NA,15.34,125.58,1.87,58,22,,,,
Erebidae: Arctiinae,Episcepsis_venata_1141,EcEs-Lep-00510,7.06,11.42,0.62,12.79,89.13,1.84,61,36,PL: average from all Episcepsis,,,
Erebidae: Arctiinae,Episcepsis_venata_1141,EcEs-Lep-05268,7.06,13.39,0.53,12.56,90.63,1.74,64,33,PL: average from all Episcepsis,,,
Sphingidae,Erinnyis_alope_104,EcEs-Lep-00391,43.66,52.78,0.83,42.18,686.84,2.59,57,36,,,,
Erebidae: Arctiinae,Eucereon_cf_pseudarchias_1217,EcEs-Lep-00815,7.27,14.85,0.49,19.04,153.74,2.36,80,37,PL: average from all measured Eucereons,,,
Erebidae: Arctiinae,Eucereon_cf_pseudarchias_1217,EcEs-Lep-00821,7.27,14.44,0.5,17.38,135.86,2.22,67,36,PL: average from all measured Eucereons,,,
Erebidae: Arctiinae,Eucereon_cf_rogersi_1439,EcEs-Lep-00847,7.27,NA,NA,NA,NA,NA,NA,NA,PL: average from all measured Eucereons,,,
Erebidae: Arctiinae,Eucereon_cf_rogersi_1439,EcEs-Lep-01092,7.27,12.82,0.57,18.14,195.4,1.68,114,57,PL: average from all measured Eucereons,,,
Erebidae: Arctiinae,Eucereon_cf_rosa_811,EcEs-Lep-00517,7.27,9.46,0.77,12.51,84.65,1.85,73,45,PL: average from all measured Eucereons,,,
Erebidae: Arctiinae,Eucereon_cf_rosa_811,EcEs-Lep-01147,7.27,10.08,0.72,11.1,60.57,2.03,110,47,PL: average from all measured Eucereons,,,
Erebidae: Arctiinae,Eucereon_nr_tarona_616,EcEs-Lep-00291,9.59,13.79,0.7,16.05,148.15,1.74,87,71,,,,
Erebidae: Arctiinae,Eucereon_nr_tarona_616,EcEs-Lep-05376,NA,10.01,NA,15.22,139.87,1.66,90,60,,,,
Erebidae: Arctiinae,Eucereon_nr_tarona_616,EcEs-Lep-08659,NA,13.22,NA,17.26,168.12,1.77,99,62,,,,
Erebidae: Arctiinae,Eucereon_nr_tarona_808,EcEs-Lep-00223,9.2,13.3,0.69,15.09,126.53,1.8,138,62,,,,
Erebidae: Arctiinae,Eucereon_nr_tarona_808,EcEs-Lep-00819,NA,11.78,NA,13.97,111.97,1.74,120,60,,,,
Erebidae: Arctiinae,Eucereon_nr_tarona_808,EcEs-Lep-00994,9.3,12.39,0.75,15.19,114.65,2.01,113,59,,,,
Erebidae: Arctiinae,Eucereon_nr_tarona_808,EcEs-Lep-05377,NA,14.43,NA,17.98,164.83,1.96,106,57,,,,
Erebidae: Arctiinae,Eucereon_sp_1366,EcEs-Lep-00753,7.27,6.93,1.05,9.77,46.48,2.05,144,31,PL: average from all measured Eucereons,,,
Erebidae: Arctiinae,Eucereon_sp_1366,EcEs-Lep-01163,7.27,11.83,0.61,13.94,94.67,2.05,172,51,PL: average from all measured Eucereons,,,
Erebidae: Arctiinae,Eucereon_sp_806,EcEs-Lep-00136,6.82,14.84,0.46,16.1,134.7,1.92,112,63,,,,
Erebidae: Arctiinae,Eucereon_sp_806,EcEs-Lep-08707,NA,13.22,NA,15.96,131.21,1.94,131,48,,,,
Erebidae: Arctiinae,Eucereon_sp_807,EcEs-Lep-00220,8.94,14.19,0.63,15.72,114.12,2.16,103,81,,,,
Erebidae: Arctiinae,Eucereon_sp_807,EcEs-Lep-10444,NA,14.55,NA,16.63,124.65,2.22,62,54,,,,
Erebidae: Arctiinae,Eucereon_sp_809,EcEs-Lep-00357,8.41,14.69,0.57,19.28,128.66,2.89,132,75,,,,
Erebidae: Arctiinae,Eucereon_sp_809,EcEs-Lep-10458,NA,18.01,NA,19.15,131.46,2.79,124,69,,,,
Erebidae: Arctiinae,Eucereon_sp_812,EcEs-Lep-00514,6.82,9.65,0.71,12.2,66.02,2.25,116,78,,,,
Erebidae: Arctiinae,Eucereon_sp_812,EcEs-Lep-04532,NA,11.29,NA,14.27,88.02,2.31,84,59,,,,
Erebidae: Arctiinae,Eucereon_sp_813,EcEs-Lep-00709,4.95,10.75,0.46,13.46,81.56,2.22,118,72,,,,
Erebidae: Arctiinae,Eucereon_sp_813,EcEs-Lep-00825,NA,11.84,NA,15.03,103.8,2.18,116,73,PL: average from all measured Eucereons,,,
Erebidae: Arctiinae,Eucereon_sp_813,EcEs-Lep-08598,NA,10.42,NA,12.86,76.88,2.15,126,80,PL: average from all measured Eucereons,,,
Erebidae: Arctiinae,Eucereon_sp_813,EcEs-Lep-08600,NA,12.48,NA,15.69,115.75,2.13,142,62,PL: average from all measured Eucereons,,,
Erebidae: Arctiinae,Eucereon_sp_815,EcEs-Lep-00817,7.27,13.2,0.55,18.43,164,2.07,142,45,PL: average from all measured Eucereons,,,
Erebidae: Arctiinae,Eucereon_sp_815,EcEs-Lep-05374,7.27,15,0.48,17.16,145.87,2.02,122,49,PL: average from all measured Eucereons,,,
Erebidae: Arctiinae,Eucereon_sp_821,EcEs-Lep-00827,7.27,9.97,0.73,11.66,60.94,2.23,107,54,PL: average from all measured Eucereons,,,
Erebidae: Arctiinae,Eucereon_sp_821,EcEs-Lep-05447,7.27,10.27,0.71,10.91,58.6,2.03,100,55,PL: average from all measured Eucereons,,,
Erebidae: Arctiinae,Eucereon_sp_822,EcEs-Lep-00829,7.27,14.1,0.52,17.35,134.22,2.24,114,54,PL: average from all measured Eucereons,,,
Erebidae: Arctiinae,Eucereon_sp_822,EcEs-Lep-01155,7.27,10.01,0.73,12.95,81.26,2.06,141,72,PL: average from all measured Eucereons,,,
Erebidae: Arctiinae,Eucereon_sp_822,EcEs-Lep-08599,7.27,11.16,0.65,13.94,96.25,2.02,110,56,PL: average from all measured Eucereons,,,
Erebidae: Arctiinae,Eudoliche_nr_longa_874,EcEs-Lep-00249,NA,9.26,NA,11.57,67.72,1.98,220,27,,,,
Erebidae: Arctiinae,Eudoliche_nr_longa_874,EcEs-Lep-00325,5.89,9.82,0.6,13.55,99.16,1.85,210,42,,,,
Erebidae: Arctiinae,Eudoliche_nr_longa_874,EcEs-Lep-02079,NA,5.39,NA,3.35,3.83,2.92,100,38,,,,
Erebidae: Arctiinae,Eudoliche_nr_longa_874,EcEs-Lep-02080,NA,7.16,NA,11.91,69.85,2.03,204,42,,,,
Sphingidae,Eumorpha_capronnieri_105,EcEs-Lep-00438,43.3,51.25,0.84,48,978.48,2.35,63,35,,,,
Erebidae: Arctiinae,Eupseudosoma_(Idalus)_nr_involuta_935,EcEs-Lep-00375,10.06,18.82,0.53,20.1,180.15,2.24,204,26,,,,
Erebidae: Arctiinae,Eupseudosoma_(Idalus)_nr_involuta_935,EcEs-Lep-00809,NA,16.93,NA,21.07,218.37,2.03,212,21,,,,
Erebidae: Arctiinae,Euthyone_cf_simplex_877,EcEs-Lep-00070,1.5,6.98,0.21,8.61,44.97,1.65,222,11,,,,
Erebidae: Arctiinae,Euthyone_cf_simplex_877,EcEs-Lep-00160,NA,6.64,NA,11.1,66.92,1.84,224,14,,,,
Erebidae: Arctiinae,Euthyone_cf_simplex_877,EcEs-Lep-00162,1,3.77,0.27,7.45,32.51,1.71,224,9,"""short"" in measurement. 1 mm used",,,
Erebidae: Arctiinae,Euthyone_cf_simplex_877,EcEs-Lep-00331,1.5,8.73,0.17,11.39,69.8,1.86,225,8,,,,
Erebidae: Arctiinae,Euthyone_sp_1424,EcEs-Lep-02298,1.33,2.6,0.51,7.39,32.22,1.7,199,28,PL: average from all measured Euthyones,,,
Erebidae: Arctiinae,Euthyone_sp_875,EcEs-Lep-00065,1.33,6.75,0.2,8.29,46.95,1.46,224,7,PL: average from all measured Euthyones,,,
Erebidae: Arctiinae,Euthyone_sp_876,EcEs-Lep-00531,1.33,6.61,0.2,8.26,42.13,1.62,176,39,PL: average from all measured Euthyones,,,
Erebidae: Arctiinae,Euthyone_sp_876,EcEs-Lep-12914,1.38,6.28,0.22,7.34,33.86,1.59,158,43,PL: average from all measured Euthyones,,,
Erebidae: Arctiinae,Evius_cochenouri_925,EcEs-Lep-00312,7.9,13.86,0.57,18.43,145.04,2.34,160,58,,,,
Erebidae: Arctiinae,Evius_cochenouri_925,EcEs-Lep-04348,NA,11.07,NA,13.53,84.99,2.15,170,41,,,,
Erebidae: Arctiinae,Evius_hippia_926,EcEs-Lep-00233,8.01,11.8,0.68,14.22,103.12,1.96,175,86,,,,
Erebidae: Arctiinae,Evius_hippia_926,EcEs-Lep-00811,NA,14.61,NA,15.41,106.81,2.22,146,60,,,,
Erebidae: Arctiinae,Evius_sp_927,EcEs-Lep-00380,6.36,10.45,0.61,13.31,80.88,2.19,160,49,,,,
Erebidae: Arctiinae,Flammeus_betzi_1402,EcEs-Lep-00396,6.85,11.69,0.59,14.6,103.58,2.06,70,42,,,,
Erebidae: Arctiinae,Flammeus_sp_810,EcEs-Lep-00402,9.86,16.06,0.61,19.39,168.1,2.24,48,34,,,,
Erebidae: Arctiinae,Flammeus_sp_810,EcEs-Lep-08589,NA,15.15,NA,18.38,153.69,2.2,46,32,,,,
Erebidae: Arctiinae,Galethalea_sp_825,EcEs-Lep-00797,NA,15.48,NA,18.03,158.61,2.05,77,92,,,,
Erebidae: Arctiinae,Gardinia_nr_magnifica_878,EcEs-Lep-00278,9.53,17.78,0.54,26.2,324.43,2.12,52,26,,,,
Erebidae: Arctiinae,Gorgonidia_buckleyi_928,EcEs-Lep-00281,12.89,20.52,0.63,24.88,245.21,2.52,130,77,,,,
Erebidae: Arctiinae,Gymnelia_(cf)_sp_827,EcEs-Lep-00064,6.32,7.62,0.83,12.7,48.16,3.35,130,123,PL: proxy from sp 826 (00187),,,
Erebidae: Arctiinae,Gymnelia_(cf)_sp_827,EcEs-Lep-01164,NA,9.07,NA,14.05,62.65,3.15,113,126,,,,
Erebidae: Arctiinae,Gymnelia_sp_1418,EcEs-Lep-08950,6.32,12.8,0.49,15.47,88.25,2.71,106,131,PL: proxy from sp 826 (00187),,,
Erebidae: Arctiinae,Gymnelia_sp_826,EcEs-Lep-00187,6.32,13.99,0.45,15.65,98.37,2.49,89,117,,,,
Erebidae: Arctiinae,Gymnelia_sp_826,EcEs-Lep-05118,6.32,12.19,0.52,15.69,91.16,2.7,96,110,PL: proxy from sp 826 (00187),,,
Erebidae: Arctiinae,Gymnelia_sp_826,EcEs-Lep-08922,6.32,13.32,0.47,15.95,93.92,2.71,86,108,PL: proxy from sp 826 (00187),,,
Erebidae: Arctiinae,Haemanota_sp_1196,EcEs-Lep-00410,9.2,13.69,0.67,15.84,108.7,2.31,72,37,,,,
Erebidae: Arctiinae,Haemanota_sp_1196,EcEs-Lep-00630,11.4,17.7,0.64,16.63,119.77,2.31,59,29,,,,
Erebidae: Arctiinae,Halysidota_nr_semibrunnea_1015,EcEs-Lep-00424,11.03,15.21,0.73,18.26,188.92,1.76,70,47,,,,
Erebidae: Arctiinae,Halysidota_schausi_929,EcEs-Lep-00264,13.29,22.93,0.58,27.26,305.11,2.44,185,70,,,,
Erebidae: Arctiinae,Halysidota_schausi_929,EcEs-Lep-07847,NA,18.31,NA,25.32,270.56,2.37,163,59,,,,
Erebidae: Arctiinae,Halysidota_sp_930,EcEs-Lep-00702,12,17.69,0.68,22.81,228.74,2.28,151,65,,,,
Erebidae: Arctiinae,Halysidota_sp_931,EcEs-Lep-00736,10.43,14.23,0.73,19.03,170.01,2.13,64,32,,,,
Erebidae: Arctiinae,Halysidota_sp_931,EcEs-Lep-00889,10.73,17.67,0.61,22.54,232.67,2.18,127,55,,,,
Erebidae: Arctiinae,Heliactinidia_sitia_901,EcEs-Lep-00153,1.88,9.8,0.19,14.27,127.97,1.59,157,30,,,,
Erebidae: Arctiinae,Heliactinidia_sitia_901,EcEs-Lep-00181,1.58,10.08,0.16,14.58,130.76,1.63,169,36,,,,
Erebidae: Arctiinae,Heliactinidia_sitia_901,EcEs-Lep-01821,NA,11.47,NA,14.92,143.7,1.55,163,26,,,,
Erebidae: Arctiinae,Heliactinidia_sitia_901,EcEs-Lep-01822,NA,11.72,NA,NA,NA,NA,176,35,,,,
Erebidae: Arctiinae,Heliura_nr_zonata_829,EcEs-Lep-00228,7.99,12.68,0.63,15.45,115.18,2.07,125,80,,,,
Erebidae: Arctiinae,Heliura_nr_zonata_829,EcEs-Lep-00831,NA,12.03,NA,12.58,71.64,2.21,146,74,,,,
Erebidae: Arctiinae,Heliura_nr_zonata_829,EcEs-Lep-05390,NA,11.8,NA,13.77,95.86,1.98,130,60,,,,
Erebidae: Arctiinae,Heliura_nr_zonata_829,EcEs-Lep-08636,NA,11.38,NA,14.23,97.21,2.08,136,71,,,,
Erebidae: Arctiinae,Heliura_sp_823,EcEs-Lep-00833,8.48,10.78,0.79,13.38,91.35,1.96,130,54,PL: average from all measured Heliuras,,,
Erebidae: Arctiinae,Heliura_sp_823,EcEs-Lep-05375,8.48,11.78,0.72,NA,NA,NA,124,50,PL: average from all measured Heliuras,,,
Erebidae: Arctiinae,Heliura_sp_828,EcEs-Lep-00142,8.65,13.7,0.63,17.86,154.5,2.07,103,66,,,,
Erebidae: Arctiinae,Heliura_sp_828,EcEs-Lep-01050,8.31,14.05,0.59,15.2,111.16,2.08,112,68,,,,
Erebidae: Arctiinae,Heliura_sp_828,EcEs-Lep-08625,NA,12.78,NA,15.66,124.84,1.96,109,68,,,,
Erebidae: Arctiinae,Heliura_sp_828,EcEs-Lep-08631,NA,12.99,NA,16.18,133.67,1.96,104,64,,,,
Erebidae: Arctiinae,Hyalurga_fenestra_1006,EcEs-Lep-00479,NA,21.15,NA,26.61,384.89,1.84,112,138,,,,
Erebidae: Arctiinae,Hypercompe_nr_leucarctioides_1010,EcEs-Lep-00401,4.1,20.95,0.2,20.49,207.5,2.02,152,114,,,,
Erebidae: Arctiinae,Hypercompe_nr_muzina_765,EcEs-Lep-00364,2.64,16.4,0.16,21.92,220.15,2.18,208,31,,,,
Erebidae: Arctiinae,Hypercompe_nr_muzina_765,EcEs-Lep-00367,5.09,21.17,0.24,30.94,486.71,1.97,209,27,,,,
Erebidae: Arctiinae,Hypercompe_nr_muzina_765,EcEs-Lep-00443,3.87,17.97,0.22,21.75,225.94,2.09,207,27,,,,
Erebidae: Arctiinae,Hypercompe_sp_996,EcEs-Lep-01317,4.54,19.72,0.23,23.29,287.79,1.89,196,45,,,,
Erebidae: Arctiinae,Hypocrita_nr_chalybea_903,EcEs-Lep-00303,11.66,20.56,0.57,28.21,506.1,1.57,37,31,,,,
Erebidae: Arctiinae,Hypocrita_nr_chalybea_903,EcEs-Lep-00370,11.75,21.49,0.55,28.36,509.64,1.58,36,50,,,,
Erebidae: Arctiinae,Hypocrita_nr_chalybea_903,EcEs-Lep-04872,NA,18.4,NA,27.05,403.11,1.81,42,60,,,,hymenopteran mimic
Erebidae: Arctiinae,Hypocrita_phanoptoides_904,EcEs-Lep-00002,10.76,25.46,0.42,33.7,678.87,1.67,84,144,PL: proxy. Measure repeated from EcEs-Lep-00049,,,Aposematic
Erebidae: Arctiinae,Hypocrita_sp_905,EcEs-Lep-00841,11.39,9.39,1.21,29.92,560.19,1.6,67,50,PL: average from all Hypocritas,,,Cryptic
Erebidae: Arctiinae,Hypocrita_sp_905,EcEs-Lep-01182,11.39,22.29,0.51,29.67,634.27,1.39,40,41,PL: average from all Hypocritas,,,beetle mimic
Erebidae: Arctiinae,Idalus_carinosa_933,EcEs-Lep-00144,8.42,13.69,0.61,15.2,97.4,2.37,194,49,,,,
Erebidae: Arctiinae,Idalus_carinosa_933,EcEs-Lep-00188,8.53,12.02,0.71,14.64,97.78,2.19,199,52,,,,
Erebidae: Arctiinae,Idalus_cf_aleteria_932,EcEs-Lep-00372,8,19.49,0.41,20.97,197.69,2.22,203,44,,,,
Erebidae: Arctiinae,Idalus_nr_sublineata_936,EcEs-Lep-00295,9.79,13.98,0.7,18.69,174.42,2,188,52,,,,
Erebidae: Arctiinae,Idalus_tybris_937,EcEs-Lep-00810,8.68,18.76,0.46,19.07,155.54,2.34,182,58,PL: average from all Idalus,,,
Erebidae: Arctiinae,Idalus_tybris_937,EcEs-Lep-08194,8.68,15.94,0.54,18.84,142.96,2.48,192,49,PL: average from all Idalus,,,
Erebidae: Arctiinae,Isanthrene_meridensis_831,EcEs-Lep-00196,8.37,13.63,0.61,16.2,84.96,3.09,90,135,,,,
Erebidae: Arctiinae,Isanthrene_meridensis_831,EcEs-Lep-05168,NA,16.08,NA,17.79,105.46,3,92,118,,,,
Erebidae: Arctiinae,Isanthrene_sp_832,EcEs-Lep-00008,7.66,12.97,0.59,14.89,77.58,2.86,86,116,,,,
Erebidae: Arctiinae,Isanthrene_sp_832,EcEs-Lep-00867,8.09,14.23,0.57,16.29,89.33,2.97,89,123,,,,
Erebidae: Arctiinae,Ischnognatha_nr_leucapera_939,EcEs-Lep-00541,10.41,15.72,0.66,16.95,150.14,1.91,133,104,,,,
Erebidae: Arctiinae,Ischnognatha_nr_leucapera_939,EcEs-Lep-07730,NA,16.28,NA,16.13,126.77,2.05,140,96,,,,
Sphingidae,Isognathus_scyron_106,EcEs-Lep-00084,32.35,36.95,0.88,34.29,499.84,2.35,65,45,,,,
Erebidae: Arctiinae,Isostola_cf_nigrivenata_1375,EcEs-Lep-04879,NA,21.25,NA,23.94,328.9,1.74,56,56,,,,
Erebidae: Arctiinae,Kirrostola_metaxantha_gr_940/941,EcEs-Lep-00096,8.23,13.23,0.62,12.63,69.29,2.3,140,62,,,,
Erebidae: Arctiinae,Kirrostola_metaxantha_gr_940/941,EcEs-Lep-00209,8.88,12.02,0.74,14,93.15,2.1,106,67,,,,
Erebidae: Arctiinae,Kirrostola_metaxantha_gr_940/941,EcEs-Lep-08256,NA,12.55,NA,13.65,93.88,1.98,92,82,,,,
Erebidae: Arctiinae,Lophocampa_sp_1357,EcEs-Lep-01176,7.76,13.62,0.57,19.17,148.51,2.47,177,56,PL: average from all Lophocampas,,,
Erebidae: Arctiinae,Lophocampa_sp_943,EcEs-Lep-00536,8.4,12.96,0.65,17.15,135.9,2.16,184,48,,,,
Erebidae: Arctiinae,Lophocampa_sp_943,EcEs-Lep-00871,8.63,13.73,0.63,16.59,123.44,2.23,160,54,,,,
Erebidae: Arctiinae,Lophocampa_sp_944,EcEs-Lep-00788,NA,10.73,NA,11.57,72.89,1.84,160,57,,,,
Erebidae: Arctiinae,Lophocampa_sp_944,EcEs-Lep-00913,5.98,12.35,0.48,15.82,114.25,2.19,167,54,,,,
Erebidae: Arctiinae,Lophocampa_sp_944,EcEs-Lep-07825,NA,13.26,NA,16.05,115.98,2.22,158,54,,,,
Erebidae: Arctiinae,Lophocampa_sp_945,EcEs-Lep-00790,7.76,10.5,0.74,14.68,98.63,2.18,175,52,PL: average from all Lophocampas,,,
Erebidae: Arctiinae,Lophocampa_sp_945,EcEs-Lep-01171,7.76,11.66,0.67,15.49,104.43,2.3,152,56,PL: average from all Lophocampas,,,
Erebidae: Arctiinae,Loxophlebia_cf_flavipicta_1253,EcEs-Lep-01142,8,8.95,0.89,9.62,30.64,3.02,120,84,PL: average from all Loxophlebias,,,
Erebidae: Arctiinae,Loxophlebia_cf_flavipicta_1253,EcEs-Lep-08745,8,9.04,0.88,8.98,26.12,3.09,114,98,PL: average from all Loxophlebias,,,
Erebidae: Arctiinae,Loxophlebia_cf_semifulva_997,EcEs-Lep-01145,8,9.42,0.85,9.79,39.04,2.46,130,104,PL: average from all Loxophlebias,,,
Erebidae: Arctiinae,Loxophlebia_sp_1272,EcEs-Lep-00199,6.99,9.72,0.72,10.73,40.45,2.85,107,129,,,,
Erebidae: Arctiinae,Loxophlebia_sp_1272,EcEs-Lep-00238,7.13,11.56,0.62,11.99,48.74,2.95,106,128,,,,
Erebidae: Arctiinae,Loxophlebia_sp_1272,EcEs-Lep-00246,7.26,9.74,0.75,11.46,44.65,2.94,91,136,,,,
Erebidae: Arctiinae,Loxophlebia_sp_1272,EcEs-Lep-00330,6.54,9.34,0.7,11.98,43.94,3.27,111,114,,,,
Erebidae: Arctiinae,Loxophlebia_sp_1272,EcEs-Lep-00519,NA,10.48,NA,11.13,39.19,3.16,93,131,,,,
Erebidae: Arctiinae,Lycomorphodes_correbiodes_gr_2096,EcEs-Lep-00058,2.98,6.42,0.47,8.03,34.2,1.88,114,51,,,,
Erebidae: Arctiinae,Lycomorphodes_correbiodes_gr_2096,EcEs-Lep-00251,2.85,6.66,0.43,8.64,35.67,2.09,110,52,,,,
Erebidae: Arctiinae,Lycomorphodes_correbiodes_gr_2096,EcEs-Lep-00259,3.3,5.82,0.57,8.67,37.18,2.02,103,52,,,,
Erebidae: Arctiinae,Macrocneme_semiviridis_219,EcEs-Lep-00022,8.04,14.23,0.56,17.67,121.28,2.58,44,24,,,,
Erebidae: Arctiinae,Macrocneme_semiviridis_219,EcEs-Lep-10960,NA,15.13,NA,18.26,123.42,2.7,39,22,,,,
Erebidae: Arctiinae,Macrocneme_sp_833,EcEs-Lep-00838,8.04,13.88,0.58,16.98,104.56,2.76,44,23,PL: proxy from semiviridis (0022),,,
Erebidae: Arctiinae,Macroptila_sp_857,EcEs-Lep-00292,8.49,12.27,0.69,17.82,196.1,1.62,163,60,,,,
Erebidae: Arctiinae,Macroptila_sp_857,EcEs-Lep-00294,7.71,7.63,1.01,17.96,187.97,1.72,223,19,,,,
Erebidae: Arctiinae,Macroptila_sp_857,EcEs-Lep-00793,NA,12.19,NA,15.7,158.62,1.55,142,66,,,,
Erebidae: Arctiinae,Macroptila_sp_857,EcEs-Lep-02148,NA,11.16,NA,15.33,112.39,2.09,169,41,,,,
Erebidae: Arctiinae,Macroptila_sp_857,EcEs-Lep-02149,NA,11.16,NA,14.35,124.85,1.65,169,60,,,,
Erebidae: Arctiinae,Macroptila_sp_857,EcEs-Lep-11504,NA,9.84,NA,17.8,98.26,3.23,203,32,,,,
Sphingidae,Manduca_dalica_107,EcEs-Lep-00382,96.09,48.42,1.98,52.83,1029.25,2.71,64,42,,,,
Sphingidae,Manduca_dalica_107,EcEs-Lep-01460,NA,50.08,NA,52.16,1091.08,2.49,69,50,,,,
Sphingidae,Manduca_florestan_112,EcEs-Lep-00078,70.61,45.92,1.54,50.39,1021.36,2.49,89,51,,,,
Sphingidae,Manduca_florestan_112,EcEs-Lep-01459,68.15,46.97,1.45,51.81,1144.7,2.34,88,67,"PL: average from 2 of Ugo's individuals (U_S1583, U_4567)",,,
Sphingidae,Manduca_peggyae_108,EcEs-Lep-01505,32.68,47.39,0.69,47.44,888.1,2.53,70,55,,,,
Sphingidae,Manduca_sp_140,EcEs-Lep-01629,61.8,39.81,1.55,47.11,779.22,2.85,108,54,PL: measure from 1 of Ugo's individuals (U_6781),,,
Sphingidae,Manduca_sp_141,EcEs-Lep-01630,64.96,42.22,1.54,47.99,976.31,2.36,116,52,PL: average from all measured Manducas,,,
Sphingidae,Manduca_sp_142,EcEs-Lep-01631,60.4,45.83,1.32,49.96,990,2.52,86,53,PL: measure from 1 of Ugo's individuals (U_3669),,,
Erebidae: Arctiinae,Melese_cf_asana_1041,EcEs-Lep-00018,8.12,11.35,0.71,11.86,88.56,1.59,106,73,,,,
Erebidae: Arctiinae,Melese_cf_asana_1041,EcEs-Lep-00141,8.02,13.01,0.62,14.98,114.25,1.97,114,66,,,,
Erebidae: Arctiinae,Melese_cf_asana_1041,EcEs-Lep-09774,NA,12.7,NA,14.39,103.87,1.99,113,60,,,,
Erebidae: Arctiinae,Melese_cf_incertus_1044,EcEs-Lep-00052,7.42,11.15,0.67,12.39,85.2,1.8,136,80,,,,
Erebidae: Arctiinae,Melese_cf_incertus_1044,EcEs-Lep-00067,7.48,11.06,0.68,12.33,91.62,1.66,130,77,,,,
Erebidae: Arctiinae,Melese_cf_incertus_1044,EcEs-Lep-00128,7.43,11.43,0.65,12.5,92.73,1.68,130,77,,,,
Erebidae: Arctiinae,Melese_cf_incertus_1044,EcEs-Lep-00143,8.5,14.07,0.6,16.65,145.43,1.91,144,62,,,,
Erebidae: Arctiinae,Melese_cf_incertus_1044,EcEs-Lep-00202,8.25,12.5,0.66,15.73,135.52,1.83,106,78,,,,
