group,species,individual,number,trait,measure
Meliponini,Scaura longula,K-0110,909,proboscisLength,1.392
Meliponini,Scaura longula,K-0111,915,proboscisLength,1.431
Meliponini,Scaura longula,K-0110,907,wingLength,4.92
Meliponini,Scaura longula,K-0111,913,wingLength,5.091
Meliponini,Scaura longula,K-0107,4929,wingWidth,1.77
Meliponini,Scaura longula,K-0109,4930,wingWidth,1.71
Halictidae,Temnosoma sp1,B0857,4615,intertegularDistance,1.6
Halictidae,Temnosoma sp1,B0857,4616,proboscisLength,4.38
Halictidae,Temnosoma sp1,B0857,4613,wingLength,6.34
Halictidae,Temnosoma sp1,B0857,4614,wingWidth,2.25
Meliponini,Tetragona perangulata,K-0134,938,intertegularDistance,1.316
Meliponini,Tetragona perangulata,K-0135,944,intertegularDistance,1.335
Meliponini,Tetragona perangulata,K-0136,950,intertegularDistance,1.297
Meliponini,Tetragona perangulata,K-0137,956,intertegularDistance,1.337
Meliponini,Tetragona perangulata,K-0685,1490,intertegularDistance,1.268
Meliponini,Tetragona perangulata,K-0686,1496,intertegularDistance,1.251
Meliponini,Tetragona perangulata,K-0687,1502,intertegularDistance,1.233
Meliponini,Tetragona perangulata,K-0688,1508,intertegularDistance,1.297
Meliponini,Tetragona perangulata,K-0689,1514,intertegularDistance,1.3
Meliponini,Tetragona perangulata,K-0690,1520,intertegularDistance,1.363
Meliponini,Tetragona perangulata,K-0134,939,proboscisLength,1.554
Meliponini,Tetragona perangulata,K-0135,945,proboscisLength,1.264
Meliponini,Tetragona perangulata,K-0136,951,proboscisLength,1.461
Meliponini,Tetragona perangulata,K-0137,957,proboscisLength,1.548
Meliponini,Tetragona perangulata,K-0685,1491,proboscisLength,1.446
Meliponini,Tetragona perangulata,K-0686,1497,proboscisLength,1.47
Meliponini,Tetragona perangulata,K-0687,1503,proboscisLength,1.472
Meliponini,Tetragona perangulata,K-0688,1509,proboscisLength,1.551
Meliponini,Tetragona perangulata,K-0689,1515,proboscisLength,1.409
Meliponini,Tetragona perangulata,K-0690,1521,proboscisLength,1.604
Meliponini,Tetragona perangulata,K-0134,937,wingLength,5.926
Meliponini,Tetragona perangulata,K-0135,943,wingLength,5.384
Meliponini,Tetragona perangulata,K-0136,949,wingLength,5.797
Meliponini,Tetragona perangulata,K-0137,955,wingLength,5.947
Meliponini,Tetragona perangulata,K-0685,1489,wingLength,5.622
Meliponini,Tetragona perangulata,K-0686,1495,wingLength,5.577
Meliponini,Tetragona perangulata,K-0687,1501,wingLength,5.57
Meliponini,Tetragona perangulata,K-0688,1507,wingLength,5.968
Meliponini,Tetragona perangulata,K-0689,1513,wingLength,5.706
Meliponini,Tetragona perangulata,K-0690,1519,wingLength,5.953
Meliponini,Tetragona perangulata,K-0018,5125,wingWidth,1.99
Meliponini,Tetragona perangulata,K-0075,5124,wingWidth,1.91
Meliponini,Tetragona perangulata,K-0118,5123,wingWidth,1.84
Meliponini,Tetragona ziegleri,K-0693,1526,intertegularDistance,1.123
Meliponini,Tetragona ziegleri,K-0694,1532,intertegularDistance,1.173
Meliponini,Tetragona ziegleri,K-0695,1538,intertegularDistance,1.198
Meliponini,Tetragona ziegleri,K-0696,1544,intertegularDistance,1.157
Meliponini,Tetragona ziegleri,K-0697,1550,intertegularDistance,1.17
Meliponini,Tetragona ziegleri,K-0698,1556,intertegularDistance,1.15
Meliponini,Tetragona ziegleri,K-0757,1610,intertegularDistance,1.127
Meliponini,Tetragona ziegleri,K-0758,1616,intertegularDistance,1.164
Meliponini,Tetragona ziegleri,K-0759,1622,intertegularDistance,1.162
Meliponini,Tetragona ziegleri,K-0760,1628,intertegularDistance,1.204
Meliponini,Tetragona ziegleri,K-0693,1527,proboscisLength,1.24
Meliponini,Tetragona ziegleri,K-0694,1533,proboscisLength,1.291
Meliponini,Tetragona ziegleri,K-0695,1539,proboscisLength,1.294
Meliponini,Tetragona ziegleri,K-0696,1545,proboscisLength,1.338
Meliponini,Tetragona ziegleri,K-0697,1551,proboscisLength,1.33
Meliponini,Tetragona ziegleri,K-0698,1557,proboscisLength,1.292
Meliponini,Tetragona ziegleri,K-0757,1611,proboscisLength,1.329
Meliponini,Tetragona ziegleri,K-0758,1617,proboscisLength,1.321
Meliponini,Tetragona ziegleri,K-0759,1623,proboscisLength,1.261
Meliponini,Tetragona ziegleri,K-0760,1629,proboscisLength,1.27
Meliponini,Tetragona ziegleri,K-0693,1525,wingLength,5.269
Meliponini,Tetragona ziegleri,K-0694,1531,wingLength,5.362
Meliponini,Tetragona ziegleri,K-0695,1537,wingLength,5.584
Meliponini,Tetragona ziegleri,K-0696,1543,wingLength,5.331
Meliponini,Tetragona ziegleri,K-0697,1549,wingLength,5.233
Meliponini,Tetragona ziegleri,K-0698,1555,wingLength,5.177
Meliponini,Tetragona ziegleri,K-0757,1609,wingLength,5.357
Meliponini,Tetragona ziegleri,K-0758,1615,wingLength,5.086
Meliponini,Tetragona ziegleri,K-0759,1621,wingLength,5.459
Meliponini,Tetragona ziegleri,K-0760,1627,wingLength,5.143
Meliponini,Tetragona ziegleri,K-0028,5121,wingWidth,1.89
Meliponini,Tetragona ziegleri,K-0087,5122,wingWidth,1.91
Meliponini,Tetragona ziegleri,K-0768,5120,wingWidth,2.02
Meliponini,Tetragonisca angustula,K-0115,920,intertegularDistance,0.904
Meliponini,Tetragonisca angustula,K-0116,926,intertegularDistance,0.908
Meliponini,Tetragonisca angustula,K-0117,932,intertegularDistance,0.983
Meliponini,Tetragonisca angustula,K-0305,1142,intertegularDistance,0.921
Meliponini,Tetragonisca angustula,K-0654,1466,intertegularDistance,0.922
Meliponini,Tetragonisca angustula,K-0655,1472,intertegularDistance,0.901
Meliponini,Tetragonisca angustula,K-0656,1478,intertegularDistance,0.882
Meliponini,Tetragonisca angustula,K-0657,1484,intertegularDistance,0.89
Meliponini,Tetragonisca angustula,K-1688,4810,intertegularDistance,1
Meliponini,Tetragonisca angustula,K-1720,2652,intertegularDistance,0.93
Meliponini,Tetragonisca angustula,K-1721,2658,intertegularDistance,0.929
Meliponini,Tetragonisca angustula,K-0115,921,proboscisLength,1.373
Meliponini,Tetragonisca angustula,K-0116,927,proboscisLength,1.521
Meliponini,Tetragonisca angustula,K-0117,933,proboscisLength,1.484
Meliponini,Tetragonisca angustula,K-0305,1143,proboscisLength,1.517
Meliponini,Tetragonisca angustula,K-0654,1467,proboscisLength,1.371
Meliponini,Tetragonisca angustula,K-0655,1473,proboscisLength,1.452
Meliponini,Tetragonisca angustula,K-0656,1479,proboscisLength,1.409
Meliponini,Tetragonisca angustula,K-0657,1485,proboscisLength,1.4
Meliponini,Tetragonisca angustula,K-1720,2653,proboscisLength,1.519
Meliponini,Tetragonisca angustula,K-1721,2659,proboscisLength,1.589
Meliponini,Tetragonisca angustula,K-0115,919,wingLength,3.553
Meliponini,Tetragonisca angustula,K-0116,925,wingLength,3.555
Meliponini,Tetragonisca angustula,K-0117,931,wingLength,3.623
Meliponini,Tetragonisca angustula,K-0305,1141,wingLength,3.66
Meliponini,Tetragonisca angustula,K-0654,1465,wingLength,3.539
Meliponini,Tetragonisca angustula,K-0655,1471,wingLength,3.586
Meliponini,Tetragonisca angustula,K-0656,1477,wingLength,3.621
Meliponini,Tetragonisca angustula,K-0657,1483,wingLength,3.74
Meliponini,Tetragonisca angustula,K-1688,4808,wingLength,3.48
Meliponini,Tetragonisca angustula,K-1720,2651,wingLength,3.821
Meliponini,Tetragonisca angustula,K-1721,2657,wingLength,3.544
Meliponini,Tetragonisca angustula,K-0112,5126,wingWidth,1.07
Meliponini,Tetragonisca angustula,K-0114,5127,wingWidth,1.02
Meliponini,Tetragonisca angustula,K-0653,5128,wingWidth,1.05
Meliponini,Tetragonisca angustula,K-1688,4809,wingWidth,1.17
Meliponini,Tetragonisca buchwaldi,K-1979,2370,intertegularDistance,1.018
Meliponini,Tetragonisca buchwaldi,K-1979,2371,proboscisLength,1.498
Meliponini,Tetragonisca buchwaldi,K-1979,2369,wingLength,4.964
Meliponini,Tetragonisca buchwaldi,A-0564,4941,wingWidth,1.56
Meliponini,Tetragonisca buchwaldi,K-0626,4940,wingWidth,1.7
Meliponini,Tetragonisca buchwaldi,K-0975,4939,wingWidth,1.56
Eucerini,Thygater cf analis,D-1834,4942,intertegularDistance,2.36
Eucerini,Thygater cf analis,D-1834,4943,proboscisLength,7.28
Eucerini,Thygater cf analis,D-1834,4944,wingLength,7.95
Eucerini,Thygater cf analis,D-1834,4945,wingWidth,2.47
Meliponini,Trigona (Necrotrigona) hypogea,D-0039,4958,intertegularDistance,1.48
Meliponini,Trigona (Necrotrigona) hypogea,D-0039,4959,proboscisLength,1.85
Meliponini,Trigona (Necrotrigona) hypogea,D-0039,4960,wingLength,5.94
Meliponini,Trigona (Necrotrigona) hypogea,D-0039,4961,wingWidth,2.19
Meliponini,Trigona (Trigona) sp,K-1756,4820,intertegularDistance,1.52
Meliponini,Trigona (Trigona) sp,K-1756,4821,proboscisLength,2.84
Meliponini,Trigona (Trigona) sp,K-1756,4818,wingLength,7.17
Meliponini,Trigona (Trigona) sp,K-1756,4819,wingWidth,2.52
Meliponini,Trigona (Trigona) sp,K-1756,5170,wingWidth,2.72
Meliponini,Trigona cilipes,K-0836,1694,intertegularDistance,1.355
Meliponini,Trigona cilipes,K-0836,1695,proboscisLength,2.465
Meliponini,Trigona cilipes,K-0836,1693,wingLength,5.346
Meliponini,Trigona cilipes,D-1014,5166,wingWidth,1.85
Meliponini,Trigona cilipes,K-0202,5165,wingWidth,2.08
Meliponini,Trigona corvina,K-1738,4850,intertegularDistance,1.49
Meliponini,Trigona corvina,K-1739,4855,intertegularDistance,1.51
Meliponini,Trigona corvina,K-1740,4860,intertegularDistance,1.53
Meliponini,Trigona corvina,K-1741,4865,intertegularDistance,1.5
Meliponini,Trigona corvina,K-1742,4870,intertegularDistance,1.56
Meliponini,Trigona corvina,K-1738,4851,proboscisLength,2.29
Meliponini,Trigona corvina,K-1739,4856,proboscisLength,2.72
Meliponini,Trigona corvina,K-1740,4861,proboscisLength,2.74
Meliponini,Trigona corvina,K-1741,4866,proboscisLength,2.69
Meliponini,Trigona corvina,K-1742,4871,proboscisLength,2.76
Meliponini,Trigona corvina,K-1738,4848,wingLength,6.41
Meliponini,Trigona corvina,K-1739,4853,wingLength,6.82
Meliponini,Trigona corvina,K-1740,4858,wingLength,6.78
Meliponini,Trigona corvina,K-1741,4863,wingLength,6.65
Meliponini,Trigona corvina,K-1742,4868,wingLength,6.76
Meliponini,Trigona corvina,K-0021,5167,wingWidth,2.22
Meliponini,Trigona corvina,K-1738,4849,wingWidth,2.4
Meliponini,Trigona corvina,K-1739,4854,wingWidth,2.49
Meliponini,Trigona corvina,K-1740,4859,wingWidth,2.19
Meliponini,Trigona corvina,K-1741,4864,wingWidth,2.37
Meliponini,Trigona corvina,K-1742,4869,wingWidth,2.26
Meliponini,Trigona corvina,K-1743,5169,wingWidth,2.35
Meliponini,Trigona corvina,K-1744,5168,wingWidth,2.51
Meliponini,Trigona ferricauda,K-0159,1016,intertegularDistance,1.297
Meliponini,Trigona ferricauda,K-0160,1022,intertegularDistance,1.393
Meliponini,Trigona ferricauda,K-0161,1028,intertegularDistance,1.313
Meliponini,Trigona ferricauda,K-0162,1034,intertegularDistance,1.354
Meliponini,Trigona ferricauda,K-0245,1058,intertegularDistance,1.379
Meliponini,Trigona ferricauda,K-0246,1064,intertegularDistance,1.406
Meliponini,Trigona ferricauda,K-0247,1070,intertegularDistance,1.367
Meliponini,Trigona ferricauda,K-0248,1076,intertegularDistance,1.404
Meliponini,Trigona ferricauda,K-0751,1598,intertegularDistance,1.364
Meliponini,Trigona ferricauda,K-0752,1604,intertegularDistance,1.351
Meliponini,Trigona ferricauda,K-0159,1017,proboscisLength,2.669
Meliponini,Trigona ferricauda,K-0160,1023,proboscisLength,2.801
Meliponini,Trigona ferricauda,K-0161,1029,proboscisLength,2.548
Meliponini,Trigona ferricauda,K-0162,1035,proboscisLength,2.795
Meliponini,Trigona ferricauda,K-0245,1059,proboscisLength,2.764
Meliponini,Trigona ferricauda,K-0246,1065,proboscisLength,2.838
Meliponini,Trigona ferricauda,K-0247,1071,proboscisLength,2.674
Meliponini,Trigona ferricauda,K-0248,1077,proboscisLength,2.755
Meliponini,Trigona ferricauda,K-0751,1599,proboscisLength,2.645
Meliponini,Trigona ferricauda,K-0752,1605,proboscisLength,2.694
Meliponini,Trigona ferricauda,K-0159,1015,wingLength,5.728
Meliponini,Trigona ferricauda,K-0160,1021,wingLength,5.999
Meliponini,Trigona ferricauda,K-0161,1027,wingLength,5.537
Meliponini,Trigona ferricauda,K-0162,1033,wingLength,6.09
Meliponini,Trigona ferricauda,K-0245,1057,wingLength,6.135
Meliponini,Trigona ferricauda,K-0246,1063,wingLength,6.133
Meliponini,Trigona ferricauda,K-0247,1069,wingLength,5.981
Meliponini,Trigona ferricauda,K-0248,1075,wingLength,6.092
Meliponini,Trigona ferricauda,K-0751,1597,wingLength,5.909
Meliponini,Trigona ferricauda,K-0752,1603,wingLength,5.948
Meliponini,Trigona ferricauda,A-0291,5175,wingWidth,2.23
Meliponini,Trigona ferricauda,K-0014,5174,wingWidth,2.22
Meliponini,Trigona ferricauda,K-0336,5176,wingWidth,2.19
Meliponini,Trigona fulviventris,K-1334,2538,intertegularDistance,1.398
Meliponini,Trigona fulviventris,K-2049,2544,intertegularDistance,1.382
Meliponini,Trigona fulviventris,K-2050,2550,intertegularDistance,1.403
Meliponini,Trigona fulviventris,K-2051,2556,intertegularDistance,1.414
Meliponini,Trigona fulviventris,K-2246,2562,intertegularDistance,1.458
Meliponini,Trigona fulviventris,K-2247,2568,intertegularDistance,1.438
Meliponini,Trigona fulviventris,K-2298,2574,intertegularDistance,1.44
Meliponini,Trigona fulviventris,K-2299,2580,intertegularDistance,1.454
Meliponini,Trigona fulviventris,K-2367,2586,intertegularDistance,1.462
Meliponini,Trigona fulviventris,K-1334,2539,proboscisLength,3.206
Meliponini,Trigona fulviventris,K-2049,2545,proboscisLength,3.617
Meliponini,Trigona fulviventris,K-2050,2551,proboscisLength,3.233
Meliponini,Trigona fulviventris,K-2051,2557,proboscisLength,3.335
Meliponini,Trigona fulviventris,K-2246,2563,proboscisLength,3.392
Meliponini,Trigona fulviventris,K-2247,2569,proboscisLength,3.209
Meliponini,Trigona fulviventris,K-2298,2575,proboscisLength,3.37
Meliponini,Trigona fulviventris,K-2299,2581,proboscisLength,3.361
Meliponini,Trigona fulviventris,K-2367,2587,proboscisLength,3.464
Meliponini,Trigona fulviventris,K-1334,2537,wingLength,7.036
Meliponini,Trigona fulviventris,K-2049,2543,wingLength,7.051
Meliponini,Trigona fulviventris,K-2050,2549,wingLength,6.864
Meliponini,Trigona fulviventris,K-2051,2555,wingLength,7.05
Meliponini,Trigona fulviventris,K-2246,2561,wingLength,7.191
Meliponini,Trigona fulviventris,K-2247,2567,wingLength,6.631
Meliponini,Trigona fulviventris,K-2298,2573,wingLength,6.926
Meliponini,Trigona fulviventris,K-2299,2579,wingLength,7.058
Meliponini,Trigona fulviventris,K-2367,2585,wingLength,7.126
Meliponini,Trigona fulviventris,K-0020,5178,wingWidth,2.41
Meliponini,Trigona fulviventris,K-0210,5177,wingWidth,2.54
Meliponini,Trigona fuscipennis,K-0250,1082,intertegularDistance,1.426
Meliponini,Trigona fuscipennis,K-0880,1736,intertegularDistance,1.432
Meliponini,Trigona fuscipennis,K-0881,1742,intertegularDistance,1.465
Meliponini,Trigona fuscipennis,K-1695,2592,intertegularDistance,1.393
Meliponini,Trigona fuscipennis,K-2061,2622,intertegularDistance,1.402
Meliponini,Trigona fuscipennis,K-2062,2628,intertegularDistance,1.33
Meliponini,Trigona fuscipennis,K-2063,2634,intertegularDistance,1.369
Meliponini,Trigona fuscipennis,K-2104,2616,intertegularDistance,1.435
Meliponini,Trigona fuscipennis,K-2225,2640,intertegularDistance,1.425
Meliponini,Trigona fuscipennis,K-2250,2646,intertegularDistance,1.468
Meliponini,Trigona fuscipennis,K-0250,1083,proboscisLength,1.626
Meliponini,Trigona fuscipennis,K-0880,1737,proboscisLength,1.688
Meliponini,Trigona fuscipennis,K-0881,1743,proboscisLength,1.591
Meliponini,Trigona fuscipennis,K-1695,2593,proboscisLength,1.809
Meliponini,Trigona fuscipennis,K-2061,2623,proboscisLength,1.777
Meliponini,Trigona fuscipennis,K-2062,2629,proboscisLength,1.758
Meliponini,Trigona fuscipennis,K-2063,2635,proboscisLength,1.596
Meliponini,Trigona fuscipennis,K-2104,2617,proboscisLength,1.763
Meliponini,Trigona fuscipennis,K-2225,2641,proboscisLength,1.742
Meliponini,Trigona fuscipennis,K-2250,2647,proboscisLength,1.755
Meliponini,Trigona fuscipennis,K-0250,1081,wingLength,5.518
Meliponini,Trigona fuscipennis,K-0880,1735,wingLength,5.552
Meliponini,Trigona fuscipennis,K-0881,1741,wingLength,5.456
Meliponini,Trigona fuscipennis,K-1695,2591,wingLength,5.581
Meliponini,Trigona fuscipennis,K-2061,2621,wingLength,5.891
Meliponini,Trigona fuscipennis,K-2062,2627,wingLength,5.584
Meliponini,Trigona fuscipennis,K-2063,2633,wingLength,5.673
Meliponini,Trigona fuscipennis,K-2104,2615,wingLength,5.552
Meliponini,Trigona fuscipennis,K-2225,2639,wingLength,5.802
Meliponini,Trigona fuscipennis,K-2250,2645,wingLength,5.805
Meliponini,Trigona fuscipennis,K-0250,5159,wingWidth,1.84
Meliponini,Trigona fuscipennis,K-0945,5160,wingWidth,1.91
Meliponini,Trigona fuscipennis,K-0946,5161,wingWidth,1.94
Meliponini,Trigona guianae,K-0147,962,intertegularDistance,1.549
Meliponini,Trigona guianae,K-0148,968,intertegularDistance,1.48
Meliponini,Trigona guianae,K-0257,1088,intertegularDistance,1.487
Meliponini,Trigona guianae,K-0389,1334,intertegularDistance,1.489
Meliponini,Trigona guianae,K-0745,1562,intertegularDistance,1.517
Meliponini,Trigona guianae,K-0746,1568,intertegularDistance,1.475
Meliponini,Trigona guianae,K-0747,1574,intertegularDistance,1.381
Meliponini,Trigona guianae,K-0748,1580,intertegularDistance,1.558
Meliponini,Trigona guianae,K-0942,1862,intertegularDistance,1.536
Meliponini,Trigona guianae,K-0943,1868,intertegularDistance,1.467
Meliponini,Trigona guianae,K-0944,1874,intertegularDistance,1.448
Meliponini,Trigona guianae,K-1738,2598,intertegularDistance,1.475
Meliponini,Trigona guianae,K-1739,2604,intertegularDistance,1.454
Meliponini,Trigona guianae,K-1740,2610,intertegularDistance,1.517
Meliponini,Trigona guianae,K-0147,963,proboscisLength,2.976
Meliponini,Trigona guianae,K-0148,969,proboscisLength,3.197
Meliponini,Trigona guianae,K-0257,1089,proboscisLength,3.117
Meliponini,Trigona guianae,K-0389,1335,proboscisLength,3.19
Meliponini,Trigona guianae,K-0745,1563,proboscisLength,3.125
Meliponini,Trigona guianae,K-0746,1569,proboscisLength,3.238
Meliponini,Trigona guianae,K-0747,1575,proboscisLength,2.898
Meliponini,Trigona guianae,K-0748,1581,proboscisLength,2.054
Meliponini,Trigona guianae,K-0942,1863,proboscisLength,3.182
Meliponini,Trigona guianae,K-0943,1869,proboscisLength,3.068
Meliponini,Trigona guianae,K-0944,1875,proboscisLength,3.202
Meliponini,Trigona guianae,K-1738,2599,proboscisLength,3.324
Meliponini,Trigona guianae,K-1739,2605,proboscisLength,3.056
Meliponini,Trigona guianae,K-1740,2611,proboscisLength,3.344
Meliponini,Trigona guianae,K-0147,961,wingLength,6.679
Meliponini,Trigona guianae,K-0148,967,wingLength,7.02
Meliponini,Trigona guianae,K-0257,1087,wingLength,7.172
Meliponini,Trigona guianae,K-0389,1333,wingLength,6.55
Meliponini,Trigona guianae,K-0745,1561,wingLength,6.912
Meliponini,Trigona guianae,K-0746,1567,wingLength,6.775
Meliponini,Trigona guianae,K-0747,1573,wingLength,6.7
Meliponini,Trigona guianae,K-0748,1579,wingLength,6.013
Meliponini,Trigona guianae,K-0942,1861,wingLength,6.811
Meliponini,Trigona guianae,K-0943,1867,wingLength,6.854
Meliponini,Trigona guianae,K-0944,1873,wingLength,7
Meliponini,Trigona guianae,K-1738,2597,wingLength,6.625
Meliponini,Trigona guianae,K-1739,2603,wingLength,6.92
Meliponini,Trigona guianae,K-1740,2609,wingLength,7.005
Meliponini,Trigona guianae,A-0021,5163,wingWidth,2.31
Meliponini,Trigona guianae,D-1071,5164,wingWidth,2.41
Meliponini,Trigona guianae,K-0022,5162,wingWidth,2.43
Meliponini,Trigona muzoensis,K-0013,4825,intertegularDistance,1.3
Meliponini,Trigona muzoensis,K-0040,4830,intertegularDistance,1.3
Meliponini,Trigona muzoensis,K-0043,4835,intertegularDistance,1.34
Meliponini,Trigona muzoensis,K-0066,4840,intertegularDistance,1.35
Meliponini,Trigona muzoensis,K-0013,4823,wingLength,5.49
Meliponini,Trigona muzoensis,K-0040,4828,wingLength,5.19
Meliponini,Trigona muzoensis,K-0043,4833,wingLength,5.9
Meliponini,Trigona muzoensis,K-0066,4838,wingLength,5.28
Meliponini,Trigona muzoensis,K-0013,4824,wingWidth,2.01
Meliponini,Trigona muzoensis,K-0040,4829,wingWidth,1.91
Meliponini,Trigona muzoensis,K-0043,4834,wingWidth,1.95
Meliponini,Trigona muzoensis,K-0066,4839,wingWidth,2.14
Meliponini,Trigona nigerrima,A-0426,541,intertegularDistance,1.709
Meliponini,Trigona nigerrima,A-0427,547,intertegularDistance,1.724
Meliponini,Trigona nigerrima,A-0428,553,intertegularDistance,1.794
Meliponini,Trigona nigerrima,A-0429,559,intertegularDistance,1.736
Meliponini,Trigona nigerrima,A-0430,565,intertegularDistance,1.755
Meliponini,Trigona nigerrima,A-0431,571,intertegularDistance,1.733
Meliponini,Trigona nigerrima,A-0432,577,intertegularDistance,1.661
Meliponini,Trigona nigerrima,K-0070,896,intertegularDistance,1.639
Meliponini,Trigona nigerrima,K-0071,902,intertegularDistance,1.459
Meliponini,Trigona nigerrima,K-0466,1394,intertegularDistance,1.706
