Secuencia,Plot,Number,Code,Family,Genus,Species
1911,CR04,155,CR04-155,Rubiaceae,Palicourea,Palicourea_paratinctoria
1912,CR04,156,CR04-156,Arecaceae,Wettinia,Wettinia_quinaria
1913,CR04,157,CR04-157,Rubiaceae,Palicourea,Palicourea_pyramidalis
1914,CR04,158,CR04-158,Arecaceae,Wettinia,Wettinia_quinaria
1915,CR04,159,CR04-159,Arecaceae,Wettinia,Wettinia_quinaria
1916,CR04,160,CR04-160,Arecaceae,Wettinia,Wettinia_quinaria
1917,CR04,161,CR04-161,Arecaceae,Wettinia,Wettinia_quinaria
1918,CR04,162,CR04-162,Cyatheaceae,Cyathea,Cyathea_sp.1
1919,CR04,163,CR04-163,Rubiaceae,Pentagonia,Pentagonia_macrophylla
1920,CR05,1,CR05-1,Arecaceae,Wettinia,Wettinia_quinaria
1921,CR05,2,CR05-2,Arecaceae,Wettinia,Wettinia_quinaria
1922,CR05,3,CR05-3,Fabaceae,Vismia,Vismia_baccifera
1923,CR05,4,CR05-4,Asteraceae,Vernonanthura,Vernonanthura_patens
1924,CR05,5,CR05-5,Arecaceae,Wettinia,Wettinia_quinaria
1925,CR05,6,CR05-6,Asteraceae,Vernonanthura,Vernonanthura_patens
1926,CR05,7,CR05-7,Arecaceae,Bactris,Bactris_setulosa
1927,CR05,8,CR05-8,Asteraceae,Vernonanthura,Vernonanthura_patens
1928,CR05,9,CR05-9,Euphorbiaceae,Tetrorchidium,Tetrorchidium_andinum
1929,CR05,10,CR05-10,Fabaceae,Vismia,Vismia_baccifera
1930,CR05,11,CR05-11,Asteraceae,Vernonanthura,Vernonanthura_patens
1931,CR05,12,CR05-12,Malvaceae,Theobroma,Theobroma_cacao
1932,CR05,13,CR05-13,Fabaceae,Vismia,Vismia_baccifera
1933,CR05,14,CR05-14,Arecaceae,Bactris,Bactris_setulosa
1934,CR05,15,CR05-15,Fabaceae,Inga,Inga_oerstediana
1935,CR05,16,CR05-16,Malvaceae,Theobroma,Theobroma_cacao
1936,CR05,17,CR05-17,Malvaceae,Theobroma,Theobroma_cacao
1937,CR05,18,CR05-18,Malvaceae,Theobroma,Theobroma_cacao
1938,CR05,19,CR05-19,Lauraceae,Ocotea,Ocotea_insularis
1939,CR05,20,CR05-20,Malvaceae,Theobroma,Theobroma_cacao
1940,CR05,21,CR05-21,Malvaceae,Theobroma,Theobroma_cacao
1941,CR05,22,CR05-22,Urticaceae,Cecropia,Cecropia_hispidissima
1942,CR05,23,CR05-23,Annonaceae,Guatteria,Guatteria_darienensis
1943,CR05,24,CR05-24,Malvaceae,Theobroma,Theobroma_cacao
1944,CR05,25,CR05-25,Asteraceae,Vernonanthura,Vernonanthura_patens
1945,CR05,26,CR05-26,Malvaceae,Theobroma,Theobroma_cacao
1946,CR05,27,CR05-27,Urticaceae,Cecropia,Cecropia_hispidissima
1947,CR05,28,CR05-28,Malvaceae,Theobroma,Theobroma_cacao
1948,CR05,29,CR05-29,Urticaceae,Cecropia,Cecropia_hispidissima
1949,CR05,30,CR05-30,Asteraceae,Vernonanthura,Vernonanthura_patens
1950,CR05,31,CR05-31,Melastomataceae,Miconia,Miconia_conocuatrecasii
1951,CR05,32,CR05-32,Malvaceae,Theobroma,Theobroma_cacao
1952,CR05,33,CR05-33,Asteraceae,Vernonanthura,Vernonanthura_patens
1953,CR05,34,CR05-34,Arecaceae,Bactris,Bactris_setulosa
1954,CR05,35,CR05-35,Fabaceae,Vismia,Vismia_baccifera
1955,CR05,36,CR05-36,Malvaceae,Theobroma,Theobroma_cacao
1956,CR05,37,CR05-37,Arecaceae,Bactris,Bactris_setulosa
1957,CR05,38,CR05-38,NA,NA,NA
1958,CR05,39,CR05-39,Urticaceae,Cecropia,Cecropia_hispidissima
1959,CR05,40,CR05-40,Fabaceae,Inga,Inga_oerstediana
1960,CR05,41,CR05-41,Malvaceae,Theobroma,Theobroma_cacao
1961,CR05,42,CR05-42,Lauraceae,Ocotea,Ocotea_insularis
1962,CR05,43,CR05-43,Malvaceae,Theobroma,Theobroma_cacao
1963,CR05,44,CR05-44,Rubiaceae,Alibertia,Alibertia_patinoi
1964,CR05,45,CR05-45,Urticaceae,Cecropia,Cecropia_hispidissima
1965,CR05,46,CR05-46,Malvaceae,Theobroma,Theobroma_cacao
1966,CR05,47,CR05-47,Fabaceae,Inga,Inga_oerstediana
1967,CR05,48,CR05-48,Arecaceae,Wettinia,Wettinia_quinaria
1968,CR05,49,CR05-49,Fabaceae,Inga,Inga_oerstediana
1969,CR05,50,CR05-50,Urticaceae,Cecropia,Cecropia_hispidissima
1970,CR05,51,CR05-51,Fabaceae,Inga,Inga_oerstediana
1971,CR05,52,CR05-52,Rubiaceae,Alibertia,Alibertia_patinoi
1972,CR05,53,CR05-53,Malvaceae,Theobroma,Theobroma_cacao
1973,CR05,54,CR05-54,Urticaceae,Cecropia,Cecropia_hispidissima
1974,CR05,55,CR05-55,Urticaceae,Cecropia,Cecropia_hispidissima
1975,CR05,56,CR05-56,Fabaceae,Inga,Inga_oerstediana
1976,CR05,57,CR05-57,Malvaceae,Theobroma,Theobroma_cacao
1977,CR05,58,CR05-58,Myrtaceae,Psidium,Psidium_guajava
1978,CR05,59,CR05-59,Moraceae,Ficus,Ficus_brevibracteata
1979,CR05,60,CR05-60,Piperaceae,Piper,Piper_pseudonobile
1980,CR05,61,CR05-61,Urticaceae,Cecropia,Cecropia_hispidissima
1981,CR05,62,CR05-62,Lauraceae,Ocotea,Ocotea_insularis
1982,CR05,63,CR05-63,Arecaceae,Wettinia,Wettinia_quinaria
1983,CR05,64,CR05-64,Malvaceae,Theobroma,Theobroma_cacao
1984,CR05,65,CR05-65,Fabaceae,Vismia,Vismia_baccifera
1985,CR05,66,CR05-66,Malvaceae,Theobroma,Theobroma_cacao
1986,CR05,67,CR05-67,Urticaceae,Cecropia,Cecropia_hispidissima
1987,CR05,68,CR05-68,Asteraceae,Vernonanthura,Vernonanthura_patens
1988,CR05,69,CR05-69,Fabaceae,Vismia,Vismia_baccifera
1989,CR05,70,CR05-70,Urticaceae,Cecropia,Cecropia_garciae
1990,CR05,71,CR05-71,NA,NA,NA
1991,CR05,72,CR05-72,Arecaceae,Bactris,Bactris_setulosa
1992,CR05,73,CR05-73,Fabaceae,Vismia,Vismia_baccifera
1993,CR05,74,CR05-74,Cordiaceae,Cordia,Cordia_alliodora
1994,CR05,75,CR05-75,Malvaceae,Theobroma,Theobroma_cacao
1995,CR05,76,CR05-76,Malvaceae,Theobroma,Theobroma_cacao
1996,CR05,77,CR05-77,Malvaceae,Theobroma,Theobroma_cacao
1997,CR05,78,CR05-78,Malvaceae,Theobroma,Theobroma_cacao
1998,CR05,79,CR05-79,Malvaceae,Theobroma,Theobroma_cacao
1999,CR05,80,CR05-80,Urticaceae,Cecropia,Cecropia_insignis
2000,CR05,81,CR05-81,Urticaceae,Cecropia,Cecropia_insignis
2001,CR05,82,CR05-82,Urticaceae,Cecropia,Cecropia_hispidissima
2002,CR05,83,CR05-83,Apocynaceae,Tabernaemontana,Tabernaemontana_amygdalifolia
2003,CR05,84,CR05-84,Cannabaceae,Trema,Trema_micrantha
2004,CR05,85,CR05-85,Cordiaceae,Cordia,Cordia_alliodora
2005,CR05,86,CR05-86,Asteraceae,Vernonanthura,Vernonanthura_patens
2006,CR05,87,CR05-87,Fabaceae,Vismia,Vismia_baccifera
2007,CR05,88,CR05-88,Malvaceae,Theobroma,Theobroma_cacao
2008,CR05,89,CR05-89,Apocynaceae,Tabernaemontana,Tabernaemontana_amygdalifolia
2009,CR05,90,CR05-90,Arecaceae,Bactris,Bactris_setulosa
2010,CR05,91,CR05-91,Malvaceae,Theobroma,Theobroma_cacao
2011,CR05,92,CR05-92,Arecaceae,Bactris,Bactris_setulosa
2012,CR05,93,CR05-93,Asteraceae,Vernonanthura,Vernonanthura_patens
2013,CR05,94,CR05-94,Urticaceae,Cecropia,Cecropia_hispidissima
2014,CR05,95,CR05-95,NA,NA,NA
2015,CR05,96,CR05-96,Melastomataceae,Miconia,Miconia_conocuatrecasii
2016,CR05,97,CR05-97,Melastomataceae,Miconia,Miconia_conocuatrecasii
2017,CR05,98,CR05-98,Urticaceae,Cecropia,Cecropia_hispidissima
2018,CR05,99,CR05-99,Asteraceae,Vernonanthura,Vernonanthura_patens
2019,CR05,100,CR05-100,Arecaceae,Bactris,Bactris_setulosa
2020,CR05,101,CR05-101,Asteraceae,Vernonanthura,Vernonanthura_patens
2021,CR05,102,CR05-102,Fabaceae,Vismia,Vismia_baccifera
2022,CR05,103,CR05-103,Piperaceae,Piper,Piper_pseudonobile
2023,CR05,104,CR05-104,Asteraceae,Vernonanthura,Vernonanthura_patens
2024,CR05,105,CR05-105,Rubiaceae,Coussarea,Coussarea_latifolia
2025,CR05,106,CR05-106,Myrtaceae,Psidium,Psidium_guajava
2026,CR05,107,CR05-107,Malvaceae,Theobroma,Theobroma_cacao
2027,CR05,108,CR05-108,Urticaceae,Cecropia,Cecropia_hispidissima
2028,CR05,109,CR05-109,Asteraceae,Vernonanthura,Vernonanthura_patens
2029,CR05,110,CR05-110,Malvaceae,Theobroma,Theobroma_cacao
2030,CR05,111,CR05-111,Malvaceae,Theobroma,Theobroma_cacao
2031,CR05,112,CR05-112,Malvaceae,Theobroma,Theobroma_cacao
2032,CR05,113,CR05-113,Malvaceae,Theobroma,Theobroma_cacao
2033,CR05,114,CR05-114,Malvaceae,Theobroma,Theobroma_cacao
2034,CR05,115,CR05-115,Malvaceae,Theobroma,Theobroma_cacao
2035,CR05,116,CR05-116,Malvaceae,Theobroma,Theobroma_cacao
2036,CR05,117,CR05-117,Malvaceae,Theobroma,Theobroma_cacao
2037,CR05,118,CR05-118,Asteraceae,Vernonanthura,Vernonanthura_patens
2038,CR05,119,CR05-119,Malvaceae,Theobroma,Theobroma_cacao
2039,CR05,120,CR05-120,Malvaceae,Theobroma,Theobroma_cacao
2040,CR05,121,CR05-121,Lauraceae,Ocotea,Ocotea_insularis
2041,CR05,122,CR05-122,Malvaceae,Theobroma,Theobroma_cacao
2042,CR05,123,CR05-123,Fabaceae,Vismia,Vismia_baccifera
2043,CR05,124,CR05-124,Fabaceae,Vismia,Vismia_baccifera
2044,CR05,125,CR05-125,Malvaceae,Theobroma,Theobroma_cacao
2045,CR05,126,CR05-126,Asteraceae,Vernonanthura,Vernonanthura_patens
2046,CR05,127,CR05-127,Salicaceae,Banara,Banara_guianensis
2047,CR05,128,CR05-128,NA,NA,NA
2048,CR05,129,CR05-129,Urticaceae,Cecropia,Cecropia_hispidissima
2049,CR05,130,CR05-130,NA,NA,NA
2050,CR05,131,CR05-131,Urticaceae,Cecropia,Cecropia_hispidissima
2051,CR05,132,CR05-132,Caricaceae,Jacaratia,Jacaratia_spinosa
2052,CR05,133,CR05-133,Urticaceae,Cecropia,Cecropia_hispidissima
2053,CR05,134,CR05-134,Urticaceae,Cecropia,Cecropia_hispidissima
2054,CR05,135,CR05-135,Rubiaceae,Coussarea,Coussarea_latifolia
2055,CR05,136,CR05-136,Fabaceae,Vismia,Vismia_baccifera
2056,CR05,137,CR05-137,Cordiaceae,Cordia,Cordia_alliodora
2057,CR05,138,CR05-138,Asteraceae,Vernonanthura,Vernonanthura_patens
2058,CR05,139,CR05-139,Asteraceae,Vernonanthura,Vernonanthura_patens
2059,CR05,140,CR05-140,Malvaceae,Theobroma,Theobroma_cacao
2060,CR05,141,CR05-141,Urticaceae,Cecropia,Cecropia_hispidissima
2061,CR05,142,CR05-142,Urticaceae,Cecropia,Cecropia_hispidissima
2062,CR05,143,CR05-143,Fabaceae,Vismia,Vismia_baccifera
2063,CR05,144,CR05-144,Malvaceae,Theobroma,Theobroma_cacao
2064,CR05,145,CR05-145,Malvaceae,Theobroma,Theobroma_cacao
2065,CR05,146,CR05-146,Malvaceae,Theobroma,Theobroma_cacao
2066,CR05,147,CR05-147,Malvaceae,Theobroma,Theobroma_cacao
2067,CR05,148,CR05-148,Malvaceae,Theobroma,Theobroma_cacao
2068,CR05,149,CR05-149,Malvaceae,Theobroma,Theobroma_cacao
2069,CR05,150,CR05-150,Fabaceae,Vismia,Vismia_baccifera
2070,CR05,151,CR05-151,Asteraceae,Vernonanthura,Vernonanthura_patens
2071,CR05,152,CR05-152,Fabaceae,Vismia,Vismia_baccifera
2072,PR22,1,PR22-1,Asteraceae,Vernonanthura,Vernonanthura_patens
2073,PR22,2,PR22-2,Melastomataceae,Miconia,Miconia_centronioides
2074,PR22,3,PR22-3,Asteraceae,Vernonanthura,Vernonanthura_patens
2075,PR22,4,PR22-4,Urticaceae,Cecropia,Cecropia_insignis
2076,PR22,5,PR22-5,Moraceae,Ficus,Ficus_brevibracteata
2077,PR22,6,PR22-6,Hypericaceae,Vismia,Vismia_baccifera
2078,PR22,7,PR22-7,Hypericaceae,Vismia,Vismia_baccifera
2079,PR22,8,PR22-8,Hypericaceae,Vismia,Vismia_baccifera
2080,PR22,9,PR22-9,Hypericaceae,Vismia,Vismia_baccifera
2081,PR22,10,PR22-10,Myrtaceae,Psidium,Psidium_guajava
2082,PR22,11,PR22-11,Hypericaceae,Vismia,Vismia_baccifera
2083,PR22,12,PR22-12,Melastomataceae,Miconia,Miconia_centronioides
2084,PR22,13,PR22-13,Moraceae,Naucleopsis,Naucleopsis_naga
2085,PR22,14,PR22-14,Salicaceae,Banara,Banara_guianensis
2086,PR22,15,PR22-15,Salicaceae,Banara,Banara_guianensis
2087,PR22,16,PR22-16,Hypericaceae,Vismia,Vismia_baccifera
2088,PR22,17,PR22-17,Salicaceae,Banara,Banara_guianensis
2089,PR22,18,PR22-18,Urticaceae,Cecropia,Cecropia_hispidissima
2090,PR22,19,PR22-19,Hypericaceae,Vismia,Vismia_baccifera
2091,PR22,20,PR22-20,Salicaceae,Banara,Banara_guianensis
2092,PR22,21,PR22-21,Lauraceae,Ocotea,Ocotea_insularis
2093,PR22,22,PR22-22,Salicaceae,Banara,Banara_guianensis
2094,PR22,23,PR22-23,Salicaceae,Banara,Banara_guianensis
2095,PR22,24,PR22-24,Lecythidaceae,Eschweilera,Eschweilera_caudiculata
2096,PR22,25,PR22-25,Moraceae,Ficus,Ficus_brevibracteata
2097,PR22,26,PR22-26,Hypericaceae,Vismia,Vismia_baccifera
2098,PR22,27,PR22-27,Salicaceae,Banara,Banara_guianensis
2099,PR22,28,PR22-28,Salicaceae,Banara,Banara_guianensis
2100,PR22,29,PR22-29,Cordiaceae,Cordia,Cordia_alliodora
2101,PR22,30,PR22-30,Asteraceae,Vernonanthura,Vernonanthura_patens
2102,PR22,31,PR22-31,Asteraceae,Vernonanthura,Vernonanthura_patens
2103,PR22,32,PR22-32,Salicaceae,Banara,Banara_guianensis
2104,PR22,33,PR22-33,Salicaceae,Banara,Banara_guianensis
2105,PR22,34,PR22-34,Rubiaceae,Isertia,Isertia_pittieri
2106,PR22,35,PR22-35,Salicaceae,Banara,Banara_guianensis
2107,PR22,36,PR22-36,Salicaceae,Banara,Banara_guianensis
2108,PR22,37,PR22-37,Urticaceae,Cecropia,Cecropia_insignis
2109,PR22,38,PR22-38,Melastomataceae,Miconia,Miconia_cooperi
2110,PR22,39,PR22-39,Moraceae,Ficus,Ficus_brevibracteata
2111,PR22,NA,PR22-NA,Arecaceae,Iriartea,Iriartea_deltoidea
2112,PR22,40,PR22-40,Hypericaceae,Vismia,Vismia_baccifera
2113,PR22,41,PR22-41,Moraceae,Ficus,Ficus_brevibracteata
2114,PR22,42,PR22-42,Arecaceae,Iriartea,Iriartea_deltoidea
2115,PR22,43,PR22-43,Asteraceae,Vernonanthura,Vernonanthura_patens
2116,PR22,44,PR22-44,Apocynaceae,Tabernaemontana,Tabernaemontana_amygdalifolia
2117,PR22,45,PR22-45,Hypericaceae,Vismia,Vismia_baccifera
2118,PR22,46,PR22-46,Cordiaceae,Cordia,Cordia_alliodora
2119,PR22,47,PR22-47,Hypericaceae,Vismia,Vismia_baccifera
2120,PR22,48,PR22-48,Melastomataceae,Miconia,Miconia_conocuatrecasii
2121,PR22,49,PR22-49,Salicaceae,Banara,Banara_guianensis
2122,PR22,50,PR22-50,Salicaceae,Banara,Banara_guianensis
2123,PR22,51,PR22-51,Salicaceae,Banara,Banara_guianensis
2124,PR22,52,PR22-52,Melastomataceae,Miconia,Miconia_conocuatrecasii
2125,PR22,53,PR22-53,Moraceae,Ficus,Ficus_brevibracteata
2126,PR22,54,PR22-54,Arecaceae,Iriartea,Iriartea_deltoidea
2127,PR22,55,PR22-55,Melastomataceae,Miconia,Miconia_conocuatrecasii
2128,PR22,56,PR22-56,Hypericaceae,Vismia,Vismia_baccifera
2129,PR22,57,PR22-57,Malvaceae,Apeiba,Apeiba_membranacea
2130,PR22,58,PR22-58,Melastomataceae,Miconia,Miconia_conocuatrecasii
2131,PR22,59,PR22-59,Melastomataceae,Miconia,Miconia_conocuatrecasii
2132,PR22,60,PR22-60,Melastomataceae,Miconia,Miconia_conocuatrecasii
2133,PR22,61,PR22-61,Asteraceae,Vernonanthura,Vernonanthura_patens
2134,PR22,62,PR22-62,Cordiaceae,Cordia,Cordia_alliodora
2135,PR22,63,PR22-63,Urticaceae,Cecropia,Cecropia_garciae
2136,PR22,64,PR22-64,Arecaceae,Wettinia,Wettinia_quinaria
2137,PR22,65,PR22-65,Urticaceae,Cecropia,Cecropia_insignis
2138,PR22,66,PR22-66,Rubiaceae,Isertia,Isertia_pittieri
2139,PR22,67,PR22-67,Salicaceae,Banara,Banara_guianensis
2140,PR22,68,PR22-68,Urticaceae,Cecropia,Cecropia_insignis
2141,PR22,69,PR22-69,Piperaceae,Piper,Piper_pseudonobile
2142,PR22,70,PR22-70,Salicaceae,Banara,Banara_guianensis
2143,PR22,71,PR22-71,Urticaceae,Cecropia,Cecropia_insignis
2144,PR22,72,PR22-72,Salicaceae,Banara,Banara_guianensis
2145,PR22,73,PR22-73,Salicaceae,Banara,Banara_guianensis
2146,PR22,74,PR22-74,Rubiaceae,Pentagonia,Pentagonia_grandiflora
2147,PR22,75,PR22-75,Salicaceae,Banara,Banara_guianensis
2148,PR22,76,PR22-76,Melastomataceae,Miconia,Miconia_cooperi
2149,PR22,77,PR22-77,Cordiaceae,Cordia,Cordia_alliodora
2150,PR22,78,PR22-78,Cordiaceae,Cordia,Cordia_alliodora
2151,PR22,79,PR22-79,Melastomataceae,Miconia,Miconia_centronioides
2152,PR22,80,PR22-80,Cordiaceae,Cordia,Cordia_alliodora
2153,PR22,81,PR22-81,Melastomataceae,Miconia,Miconia_conocuatrecasii
2154,PR22,82,PR22-82,Cordiaceae,Cordia,Cordia_alliodora
2155,PR22,83,PR22-83,Cordiaceae,Cordia,Cordia_alliodora
2156,PR22,84,PR22-84,Rubiaceae,Isertia,Isertia_pittieri
2157,PR22,85,PR22-85,Cordiaceae,Cordia,Cordia_alliodora
2158,PR22,86,PR22-86,Cordiaceae,Cordia,Cordia_alliodora
2159,PR22,87,PR22-87,Asteraceae,Vernonanthura,Vernonanthura_patens
2160,PR22,88,PR22-88,Hypericaceae,Vismia,Vismia_baccifera
2161,PR22,89,PR22-89,Cordiaceae,Cordia,Cordia_alliodora
2162,PR22,90,PR22-90,Cordiaceae,Cordia,Cordia_alliodora
2163,PR22,91,PR22-91,Salicaceae,Banara,Banara_guianensis
2164,PR22,92,PR22-92,Fabaceae,Inga,Inga_chocoensis
2165,PR22,93,PR22-93,Cordiaceae,Cordia,Cordia_alliodora
2166,PR22,94,PR22-94,Apocynaceae,Tabernaemontana,Tabernaemontana_amygdalifolia
2167,PR22,95,PR22-95,Cordiaceae,Cordia,Cordia_alliodora
2168,PR22,96,PR22-96,Rubiaceae,Isertia,Isertia_pittieri
2169,PR22,97,PR22-97,Hypericaceae,Vismia,Vismia_baccifera
2170,PR22,98,PR22-98,Salicaceae,Banara,Banara_guianensis
2171,PR22,99,PR22-99,Melastomataceae,Miconia,Miconia_conocuatrecasii
2172,PR22,100,PR22-100,Melastomataceae,Miconia,Miconia_conocuatrecasii
2173,PR22,101,PR22-101,Melastomataceae,Miconia,Miconia_conocuatrecasii
2174,PR22,102,PR22-102,Salicaceae,Banara,Banara_guianensis
2175,PR22,103,PR22-103,Melastomataceae,Miconia,Miconia_conocuatrecasii
2176,PR22,104,PR22-104,Urticaceae,Cecropia,Cecropia_insignis
2177,PR22,105,PR22-105,Moraceae,Ficus,Ficus_brevibracteata
2178,PR22,106,PR22-106,Asteraceae,Vernonanthura,Vernonanthura_patens
2179,PR22,107,PR22-107,Melastomataceae,Miconia,Miconia_conocuatrecasii
2180,OG39,1,OG39-1,Urticaceae,Cecropia,Cecropia_insignis
2181,OG39,2,OG39-2,Arecaceae,Wettinia,Wettinia_quinaria
2182,OG39,3,OG39-3,Apocynaceae,Tabernaemontana,Tabernaemontana_amygdalifolia
2183,OG39,4,OG39-4,Chrysobalanaceae,Licania,Licania_celiae
2184,OG39,5,OG39-5,Urticaceae,Pourouma,Pourouma_minor
2185,OG39,6,OG39-6,Lauraceae,Nectandra,Nectandra_guadaripo
2186,OG39,7,OG39-7,Arecaceae,Wettinia,Wettinia_quinaria
2187,OG39,8,OG39-8,Fabaceae,Inga,Inga_coruscans
2188,OG39,9,OG39-9,Metteniusaceae,Dendrobangia,Dendrobangia_boliviana
2189,OG39,10,OG39-10,Lecythidaceae,Grias,Grias_peruviana
2190,OG39,11,OG39-11,Moraceae,Castilla,Castilla_tunu
2191,OG39,12,OG39-12,Myrtaceae,Calyptranthes,Calyptranthes_speciosa
2192,OG39,13,OG39-13,Lecythidaceae,Lecythis,Lecythis_tuyrana
2193,OG39,14,OG39-14,Arecaceae,Wettinia,Wettinia_quinaria
2194,OG39,15,OG39-15,Arecaceae,Wettinia,Wettinia_quinaria
2195,OG39,16,OG39-16,Arecaceae,Wettinia,Wettinia_quinaria
2196,OG39,17,OG39-17,Arecaceae,Wettinia,Wettinia_quinaria
2197,OG39,18,OG39-18,Myrtaceae,Eugenia,Eugenia_oerstediana
2198,OG39,19,OG39-19,Lecythidaceae,Lecythis,Lecythis_tuyrana
2199,OG39,20,OG39-20,Lecythidaceae,Eschweilera,Eschweilera_caudiculata
2200,OG39,21,OG39-21,Arecaceae,Wettinia,Wettinia_quinaria
2201,OG39,22,OG39-22,NA,NA,NA
2202,OG39,23,OG39-23,Lauraceae,Ocotea,Ocotea_pacifica
2203,OG39,24,OG39-24,Arecaceae,Wettinia,Wettinia_quinaria
2204,OG39,25,OG39-25,Lauraceae,Nectandra,Nectandra_guadaripo
2205,OG39,26,OG39-26,Meliaceae,Carapa,Carapa_guianensis
2206,OG39,27,OG39-27,Lecythidaceae,Lecythis,Lecythis_tuyrana
2207,OG39,28,OG39-28,Arecaceae,Wettinia,Wettinia_quinaria
2208,OG39,29,OG39-29,Urticaceae,Pourouma,Pourouma_minor
2209,OG39,30,OG39-30,Lauraceae,Nectandra,Nectandra_guadaripo
2210,OG39,31,OG39-31,Rubiaceae,Palicourea,Palicourea_palenquensis
2211,OG39,32,OG39-32,Rubiaceae,Palicourea,Palicourea_paratinctoria
2212,OG39,33,OG39-33,Arecaceae,Wettinia,Wettinia_quinaria
2213,OG39,34,OG39-34,Urticaceae,Pourouma,Pourouma_minor
2214,OG39,35,OG39-35,Annonaceae,Guatteria,Guatteria_decurrens
2215,OG39,36,OG39-36,Fabaceae,Andira,Andira_taurotesticulata
2216,OG39,37,OG39-37,Moraceae,Perebea,Perebea_xanthochyma
2217,OG39,38,OG39-38,Rubiaceae,Faramea,Faramea_langlassei
2218,OG39,39,OG39-39,Chrysobalanaceae,Licania,Licania_celiae
2219,OG39,40,OG39-40,Arecaceae,Wettinia,Wettinia_quinaria
2220,OG39,41,OG39-41,Moraceae,Ficus,Ficus_calimana
2221,OG39,42,OG39-42,Moraceae,Ficus,Ficus_brevibracteata
2222,OG39,43,OG39-43,Melastomataceae,Miconia,Miconia_cooperi
2223,OG39,44,OG39-44,Malvaceae,Quararibea,Quararibea_grandifolia
2224,OG39,45,OG39-45,Malvaceae,Apeiba,Apeiba_membranacea
2225,OG39,46,OG39-46,Arecaceae,Wettinia,Wettinia_quinaria
2226,OG39,47,OG39-47,Arecaceae,Wettinia,Wettinia_quinaria
2227,OG39,48,OG39-48,Moraceae,Ficus,Ficus_brevibracteata
2228,OG39,49,OG39-49,Fabaceae,Inga,Inga_ruiziana
2229,OG39,50,OG39-50,Monimiaceae,Mollinedia,Mollinedia_latifolia
2230,OG39,51,OG39-51,Lecythidaceae,Lecythis,Lecythis_tuyrana
2231,OG39,52,OG39-52,Arecaceae,Wettinia,Wettinia_quinaria
2232,OG39,53,OG39-53,Malpighiaceae,Byrsonima,Byrsonima_ligustrifolia
2233,OG39,54,OG39-54,Cordiaceae,Cordia,Cordia_lucidula
2234,OG39,55,OG39-55,Urticaceae,Pourouma,Pourouma_minor
2235,OG39,56,OG39-56,Lecythidaceae,Lecythis,Lecythis_tuyrana
2236,OG39,57,OG39-57,Erythropalaceae,Heisteria,Heisteria_concinna
2237,OG39,58,OG39-58,Moraceae,Brosimum,Brosimum_utile
2238,OG39,59,OG39-59,Moraceae,Brosimum,Brosimum_utile
2239,OG39,60,OG39-60,Burseraceae,Dacryodes,Dacryodes_cupularis
2240,OG39,61,OG39-61,Arecaceae,Wettinia,Wettinia_quinaria
