Plot,Number,Stem,Circumference,Height
OG40,71,,28.1,9.9
OG40,72,,34.1,9.3
OG40,73,,26.6,7.2
OG40,74,,38.1,13.4
OG40,75,,25.6,5.7
OG40,76,,37.5,8.9
OG40,77,,27.1,10.3
OG40,78,,119.8,25.5
OG40,79,,43.4,12.9
OG40,80,,41.5,10.2
OG40,81,,336.7,37.8
OG40,82,,37.5,12.2
OG40,83,,26.1,5.7
OG40,84,,38.7,16.4
OG40,85,,35.6,15.6
OG40,86,,44.2,19.3
OG40,87,,72.4,22.5
OG40,88,,43.3,12.2
OG40,89,,30.5,9.8
OG40,90,,25.3,10.2
OG40,91,,37.1,8.3
OG40,92,,93.4,23.1
OG40,93,,245.7,24.5
OG40,94,,27.2,6.7
OG40,95,,37.1,9.3
OG40,96,,138.7,28.9
OG40,97,,27.5,8.4
OG40,98,,26.4,7.9
OG40,99,,40.4,10.4
OG40,100,,48.1,13.9
OG40,101,,25.3,5.3
OG40,102,,37.4,10.6
OG40,103,,64.8,17.9
OG40,104,,104.2,20.8
OG40,105,,29.4,10.2
OG40,106,,31.2,11.1
OG40,107,,38.1,8.4
OG40,108,,38.2,11.5
OG40,109,,32.3,10.2
OG40,110,,39.2,12.4
OG40,111,,32.4,8.7
OG40,112,,41.1,12.9
OG40,113,,105.8,20.5
OG40,114,,34.7,9.3
OG40,115,,150.3,19.9
OG40,116,,29.8,7.5
OG40,117,,40.2,10.4
OG40,118,,26.5,6.7
OG40,119,,48.7,15.5
OG40,120,,42,9.2
OG40,121,,79.8,17.3
OG40,122,,35.3,10.2
OG40,123,,30.1,6.4
OG40,124,,104.4,22.6
OG40,125,,31.1,5.5
OG40,126,,63.2,15.8
OG40,127,,390.8,38.5
OG40,128,,30.3,3.7
OG40,129,,28.5,9.1
OG40,130,,48.5,8.4
OG40,131,,69.1,10.5
OG40,132,,52.2,14.6
OG40,133,,170.9,35.9
OG40,134,,42.1,7.2
OG40,135,,28.3,8.3
OG40,136,,41.5,14.5
OG40,137,,181.9,29.5
OG40,138,,31.2,4.2
OG40,139,,33.2,10.7
OG40,140,,133.5,25.5
OG40,141,,26.1,6.9
OG40,142,,25.7,7.1
OG40,143,,52.3,22.4
OG40,144,,34.2,9.5
OG40,145,,43.2,20.3
OG40,146,,61.2,10.5
OG40,147,,25.3,10.7
OG40,148,,46.2,23.7
OG40,149,,73.5,12.1
OG40,150,,43.2,13.9
OG40,151,,38.7,13.6
OG40,152,,49.2,16.4
OG40,153,,54.1,13.7
OG40,154,,93.5,14.1
OG40,155,,70.1,5.9
OG40,156,,42.6,16.4
OG40,157,,145.7,18.8
OG40,158,,33.5,9.1
OG40,159,,52.4,13.2
OG40,160,,42.1,17.5
OG40,161,,60.5,20.3
OG40,161,,51.4,13.4
OG40,162,,42.8,12.2
OG40,163,,34.1,10.3
OG40,164,,42.1,10.6
OG40,165,,27.4,6.9
OG40,166,,37,11.5
OG40,167,,42.4,14.7
OG40,168,,120.5,19.2
OG40,169,,49.8,13.7
OG40,170,,38.6,12.5
OG40,171,,125.7,20.1
OG40,172,,33.2,11.6
OG40,173,,37.5,10.4
OG40,174,,30.1,9.8
OG40,175,,45.3,23.3
OG40,176,,52.1,15.7
OG40,177,,45.3,8.4
OG40,178,,188.7,35.9
OG40,179,,84.7,13.5
OG40,180,,35.3,10.2
OG40,181,,26.5,8.7
OG40,182,,52.3,10.2
OG40,183,,30.6,9.1
OG40,184,,28.4,9
OG40,185,,49.5,16.6
OG40,186,,35.8,7.1
OG40,187,,61.2,14.5
OG40,188,,25.3,4.5
OG40,189,,199.8,33.4
OG40,190,,31.4,12.1
OG40,191,,35.5,10.1
OG40,192,,42.3,14.7
OG40,193,,35.2,12.5
OG40,194,,107.5,19.7
OG40,195,,25.9,8.3
OG40,196,,33.1,7.5
OG40,197,,96.3,14.8
OG40,198,,58.3,15.5
OG40,199,,34,12.3
OG40,200,,25.1,5.1
OG41,1,,39.8,14.7
OG41,2,,46.3,13.9
OG41,3,,48.5,13.2
OG41,4,,42.2,11.5
OG41,5,,38.3,11.7
OG41,6,,216.2,29.3
OG41,7,,26.2,7.9
OG41,8,,35.8,9.7
OG41,9,,46.7,11.6
OG41,10,,36.5,7.9
OG41,11,,54.5,18.7
OG41,12,,29.3,8.4
OG41,13,,114.3,20.5
OG41,14,,50.1,10.7
OG41,15,,85.2,22.6
OG41,16,,184.7,32.2
OG41,17,,25.3,7.2
OG41,18,,105.1,23.6
OG41,19,,29,15
OG41,20,,80.3,24.7
OG41,21,,146.3,34.2
OG41,22,,62.7,15.4
OG41,23,,45.3,14.9
OG41,24,,27.1,5.7
OG41,25,,162.5,26.2
OG41,26,,54.2,10.7
OG41,27,,25,14.4
OG41,28,,40.6,17.2
OG41,29,,262.5,34.2
OG41,30,,36,11.8
OG41,31,,91.2,32.7
OG41,32,,62.5,18.4
OG41,33,,31,11.7
OG41,34,,112.2,21.3
OG41,35,,45.3,11.8
OG41,36,,27.4,8.3
OG41,37,,53.8,16.1
OG41,38,,54.7,10.4
OG41,39,,93.1,17.2
OG41,40,,163.2,31.3
OG41,41,,51.3,9.4
OG41,42,,250,29.2
OG41,43,,201.3,27.1
OG41,44,,48.5,11.7
OG41,45,,32,6.3
OG41,46,,29.4,9.1
OG41,47,,79.3,19.7
OG41,48,,26.2,8.5
OG41,49,,81.1,11.9
OG41,50,,200.3,24.5
OG41,51,,29.3,8.6
OG41,52,,58.7,19.7
OG41,53,,74.3,15.9
OG41,54,,89,27.7
OG41,55,,26.3,8.8
OG41,56,,112.3,20.1
OG41,57,,43.5,14.1
OG41,58,,35.2,11.9
OG41,59,,74,14.6
OG41,60,,90.2,22.7
OG41,61,,28.9,12.4
OG41,62,,44.7,8
OG41,63,,148.2,18.2
OG41,64,,53.1,5.7
OG41,65,,390.8,40.3
OG41,66,A,121.2,27.8
OG41,66,B,69.8,19.3
OG41,67,,54.4,17.4
OG41,68,,27.2,7.3
OG41,69,,45.5,10.4
OG41,70,,26.2,5.2
OG41,71,,273.2,35.9
OG41,72,,31.4,10.2
OG41,73,,51.5,11.7
OG41,74,,51.1,12.3
OG41,75,,40.3,13.8
OG41,76,,54.8,15.4
OG41,77,,80.3,22.3
OG41,78,,33.1,11.3
OG41,79,,25.2,5
OG41,80,,80.4,26.8
OG41,81,,37.4,11.3
OG41,82,,39.2,15.5
OG41,83,,33.8,10.7
OG41,84,,33,10.3
OG41,85,,27.7,6.5
OG41,86,,382.9,39.9
OG41,87,,91.1,20.7
OG41,88,,54.8,14.8
OG41,89,,33.6,6
OG41,90,,49.4,14.3
OG41,91,,64.7,18.7
OG41,92,,36.5,13.9
OG41,93,,29.2,10.1
OG41,94,,107.5,21.5
OG41,95,,41.5,8.2
OG41,96,,36.1,12.7
OG41,97,,31.5,7
OG41,98,,29.6,10.5
OG41,99,,43.4,13.4
OG41,100,,35.4,10.7
OG41,101,,29.8,6.9
OG41,102,,37.2,13.5
OG41,103,,46.7,21.9
OG41,104,,49.5,22.3
OG41,105,,42.1,17.4
OG41,106,,31.5,10.9
OG41,107,,36.5,5.9
OG41,108,,25.3,9.3
OG41,109,,112.1,12.2
OG41,110,,37.5,13.9
OG41,111,,51.5,13.2
OG41,112,,28.1,9.5
OG41,113,,50.3,10.1
OG41,114,,82.7,17.6
OG41,115,,38.9,11.4
OG41,116,,132.6,26.7
OG41,117,,33.5,8.9
OG41,118,,59.8,15.8
OG41,119,,112.5,28.5
OG41,120,,25.1,5.7
OG41,121,,123.8,28.9
OG41,122,,30.6,10.4
OG41,123,,33.1,6.3
OG41,124,,114.2,20.8
OG41,125,,375.1,40.9
OG41,126,,48.5,16.3
OG41,127,,70.5,18.7
OG41,128,,32.1,6.3
OG41,129,,25.5,8.5
OG41,130,,312.9,35.8
OG41,131,,35.7,9.7
OG41,132,,42.8,12.9
OG41,133,,38.1,11.1
OG41,134,,35.5,10.2
OG41,135,,47.5,17.5
OG41,136,,30.7,13.2
OG41,137,,56.5,18.7
OG41,138,,150.9,32.8
OG41,139,,29.1,7.6
OG41,14,,29,6.2
OG41,141,,43.2,4.9
OG41,142,,28.1,10.6
OG41,143,,42.4,15.9
OG41,144,,41.2,13.2
OG41,145,,30.2,11.8
OG41,146,,393.1,41.7
OG41,147,,45.3,11.5
OG41,148,,29.9,7
OG41,149,,36.9,8.3
OG41,150,,26.5,5.9
OG42,1,,32.6,13.5
OG42,2,,110.7,23.8
OG42,3,,43.1,10.8
OG42,4,,53.5,17.3
OG42,5,,27.3,8.1
OG42,6,,39.1,12.4
OG42,7,,43.6,15.7
OG42,8,,27.5,10.4
OG42,9,,34.2,8.3
OG42,10,,32.1,10.4
OG42,11,,31.8,13.5
OG42,12,,42.2,14.7
OG42,13,,47.1,14.8
OG42,14,,132.5,22.4
OG42,15,,31.1,9.1
OG42,16,,38.7,13
OG42,17,,92.3,24.7
OG42,18,,29.5,11.5
OG42,19,,104.3,28.9
OG42,20,,124.2,26.7
OG42,21,,36.8,13.9
OG42,22,,69.4,15.7
OG42,23,,118.1,20.8
OG42,24,,25.1,11.2
OG42,25,,71.4,19.6
OG42,26,,26.6,7.4
OG42,27,,50.1,12.9
OG42,28,,26.3,6.7
OG42,29,,35.8,12.1
OG42,30,,26.4,12.7
OG42,31,,36.5,10.2
OG42,32,,49.2,15.7
OG42,33,,90,35.2
OG42,34,,47.8,17.3
OG42,35,,25.9,10
OG42,36,,52.5,17.4
OG42,37,,74.7,20.3
OG42,38,,30.1,9.6
OG42,39,,483.7,45.2
OG42,40,,40.8,45
OG42,41,,81.2,14.8
OG42,42,,174.7,29.9
OG42,43,,30.4,7.5
OG42,44,,27.7,11.1
OG42,45,,37.1,12.9
OG42,46,,79.3,20.5
OG42,47,,51.2,9.6
OG42,48,,86.1,16.9
OG42,49,,62.3,15.2
OG42,50,,31.3,12.4
OG42,51,,45.2,15.2
OG42,52,,26.5,10.4
OG42,53,,65.2,12.5
OG42,54,,36.3,11.7
OG42,55,,72.6,13.2
OG42,56,,62.1,14.6
OG42,57,,44.5,13.4
OG42,58,,28.1,9.3
OG42,59,,40,14.6
OG42,60,,44.3,10.3
OG42,61,,93.8,22.7
OG42,62,,44.1,15.4
OG42,63,,40.1,15.6
OG42,64,,30.3,9.2
OG42,65,,25.2,6
OG42,66,,54.7,16.6
OG42,67,,56.5,11.1
OG42,68,,293.9,39.9
OG42,69,,32.1,10.4
OG42,70,,26.2,5.1
OG42,71,,36.6,10.5
OG42,72,,35.2,20.6
OG42,73,,40.2,15.7
OG42,74,,56,15.9
OG42,75,,25.8,7.6
OG42,76,,48.8,24.2
OG42,77,,47.1,23.8
OG42,78,,41.1,14.6
OG42,79,,62.5,12.1
OG42,80,,62.1,14.3
OG42,81,,29.5,10.4
OG42,82,,49.2,15.1
OG42,83,,91.5,20.3
OG42,84,,44.4,12.7
OG42,85,,80,18.1
OG42,86,,70.5,7.9
OG42,87,,43,15.1
OG42,88,,89,43.3
OG42,89,,80,25
OG42,90,,32.5,11.2
OG42,91,,88.8,13.3
OG42,92,A,46.7,9.5
OG42,92,B,34.5,9.5
OG42,93,,29.8,8.4
OG42,94,,28.5,11.1
OG42,95,,66.5,16.8
OG42,96,,37.2,9.2
OG42,97,,34.5,10.5
OG42,98,,192.5,24.8
OG42,99,,35,9.5
OG42,100,,35.8,10.8
OG42,101,,38.2,15.2
OG42,102,,77.3,18.1
OG42,103,,35.8,11.4
OG42,104,,26.3,7.3
OG42,105,,27.7,7.8
OG42,106,,75.3,15.4
OG42,107,,25.9,11
OG42,108,,110.3,20.7
OG42,109,,44.8,14.5
OG42,110,,40.3,16.9
OG42,111,,40.7,18.3
OG42,112,,27.7,12.4
OG42,113,,39.1,13.9
OG42,114,,38.7,14.6
OG42,115,,225.9,35.9
OG42,116,,41.3,13.6
OG42,117,,30.1,6.7
OG42,118,,42.3,14.4
OG42,119,,43.7,22.6
OG42,120,,90.4,19.8
OG42,121,,30.3,6.7
OG42,122,,32.2,9.5
OG42,123,,46.7,11.4
OG42,124,,54.5,29.7
OG42,125,,58.5,17.4
OG42,126,,36.2,12.2
OG42,127,,47.3,16
OG42,128,,48.2,20.9
OG42,129,,42.8,17.6
OG42,130,,37.6,11.7
OG42,131,,27.1,5.2
OG42,132,,42.7,16.5
OG42,133,,25.3,6.9
OG42,134,,42.1,10.3
OG42,135,,94.2,19.4
OG42,136,,51.2,20.7
OG42,137,,43.1,15.3
OG42,138,,33.2,4.9
OG42,139,,38.5,9.5
OG42,14,,40.7,8.7
OG42,141,,39.1,12.6
OG42,142,,32.8,10.2
OG42,143,,43.5,15.1
OG42,144,,25.2,7.5
OG42,145,,90,27.8
OG42,146,,32.1,8.4
OG42,147,,85,29.3
OG42,148,,33.6,10.7
OG42,149,,62.4,12.5
OG42,150,,202.7,38.1
OG42,151,,42.9,11.8
OG42,152,,41.6,12.1
OG42,153,,90.6,19.5
OG42,154,,44.5,10.5
OG42,155,,44.3,12.1
OG42,156,,116.5,29.7
OG42,157,,50,20.1
OG42,158,,82.2,18.1
OG42,159,,71.1,8.4
OG42,160,,44.8,11.3
OG42,161,,26.8,7.2
OG42,162,,64.1,26.4
OG42,163,,47.3,14.7
OG42,164,,137.1,19.6
OG42,165,,85.4,19.2
OG42,166,,32.5,7.3
OG42,167,,28.1,5.4
OG42,168,,35.3,10.7
OG42,169,,26.1,7.4
OG42,170,,84.3,16.9
OG42,171,,45.6,1.2
OG42,172,,43.1,1.4
OG42,173,,38.2,12.4
OG42,174,,61.5,18.5
OG42,175,,101.5,15.4
OG42,176,,,
OG42,177,,,
OG42,178,,48,10.5
OG42,179,,25.1,4.2
OG42,180,,70.4,18.7
OG42,181,,42.1,12.1
OG42,182,,30.3,9.4
OG42,183,,40.1,14.8
OG42,184,,39.2,13.5
OG42,185,,37.3,13.8
OG42,186,,54.8,7.2
OG42,187,,90.3,24.9
OG42,188,,26.3,9.7
OG42,189,,58.1,7.9
OG42,190,,32.2,9.2
OG42,191,,51.4,12.5
OG42,192,,64.5,11.7
OG42,193,,110.5,24.6
OG42,194,,27.3,9
OG42,195,,86.1,18.4
OG42,196,,58,16.7
OG42,197,,33.5,10
OG42,198,,32.7,12.3
OG42,199,,45.5,10.4
OG42,200,,37.5,17.2
OG42,201,,45.7,14.8
OG42,202,,71.8,17.2
OG42,203,,28.3,10.8
OG42,204,,36.1,11.4
OG42,205,,117.5,26.9
OG43,1,,43.2,4.3
OG43,2,,37.1,9.9
OG43,3,,33,11.2
OG43,4,,65.5,15.8
OG43,5,,47.2,12.5
OG43,6,,31,12.1
OG43,7,,27,8.4
OG43,8,,190.7,35.2
OG43,9,,49,15.8
OG43,10,,67,12.2
OG43,11,,34.7,13.6
OG43,12,,40.5,12.9
OG43,13,,29.3,8.3
OG43,14,,59,16
OG43,15,,167.3,29.8
OG43,16,,26.2,9.3
OG43,17,,32,7.1
OG43,18,,34.5,14.8
OG43,19,,28.2,9.8
OG43,20,,31.6,11.3
OG43,21,,53.1,18.1
OG43,22,,29,8.6
OG43,23,,270.6,33.8
OG43,24,,111.9,22.1
OG43,25,,26.1,12.1
OG43,26,,77.3,16.7
OG43,27,,25.4,10
OG43,28,,25.2,8.4
OG43,29,,44.5,15.2
OG43,30,,50.7,11.6
OG43,31,,32.5,9.1
OG43,32,,43.2,13.9
OG43,33,,255.6,29.9
OG43,34,,36.4,11.8
OG43,35,,34.2,10.8
OG43,36,,77.4,24.2
OG43,37,,25.5,9.7
OG43,38,,71,22.1
OG43,39,,89.4,22.8
OG43,40,,190,29.8
OG43,41,,27.5,8.4
OG43,42,,42.3,11.5
OG43,43,,31.2,10.2
OG43,44,,305,10.7
OG43,45,,31,11.1
OG43,46,,27,7.7
OG43,47,,37.5,13.7
OG43,48,,52,11.9
OG43,49,,42.5,10.4
OG43,50,,38.7,11.6
OG43,51,,38.5,11.5
OG43,52,,26.1,7.3
OG43,53,,27,5.8
OG43,54,,36.2,9.6
OG43,55,,24.5,9.2
OG43,56,,34.6,13
OG43,57,,36.4,8.1
OG43,58,,75.1,17.9
OG43,59,,29.2,8
OG43,60,,42.5,11.6
OG43,61,,33.1,9.8
OG43,62,,77.2,18.7
OG43,63,,43,12.2
OG43,64,,27,9.7
OG43,65,,92.5,22.1
OG43,66,,127.7,26.8
OG43,67,,27,13.9
OG43,68,,34.1,9.9
OG43,69,,37.5,9.7
OG43,70,,25.8,9.7
OG43,71,,58.3,10.1
OG43,72,,33.2,10.5
OG43,73,,32.5,11.2
OG43,74,,27,7.8
OG43,75,,45.1,10.6
OG43,76,,59.3,17.9
OG43,77,,40,18
OG43,78,,165.3,31.1
OG43,79,,25,10.3
OG43,80,,90.9,26.6
OG43,81,,61.5,15.7
OG43,82,,29.3,8.9
OG43,83,,61.7,19.6
OG43,84,,38,13.4
OG43,85,,257.4,38.1
OG43,86,,28,9
OG43,87,,54.5,10
OG43,88,,35,6.8
OG43,89,,32.6,12.2
OG43,90,,72,18.9
OG43,91,,56,16.6
OG43,92,,260.3,42.6
OG43,93,,28,4.3
OG43,94,,28.2,12.5
OG43,95,,55,16.1
OG43,96,,30.1,8.5
OG43,97,,42.5,16.2
OG43,98,,26,12.8
OG43,99,,725,19.6
OG43,100,,64.7,17.7
OG43,101,,31.4,15.7
OG43,102,,33.5,12.1
OG43,103,,63.5,14.2
OG43,104,,25.3,9.6
OG43,105,,58,17.5
OG43,106,,29,13.3
OG43,107,,25.5,7.2
OG43,108,,60,17.9
OG43,109,,63,17
OG43,110,,42.3,10.4
OG43,111,,297.7,29.9
OG43,112,,72,18.7
OG43,113,,30.4,10.3
OG43,114,,86.7,16.9
OG43,115,,31,11.5
OG43,116,,28.3,8.3
OG43,117,,35.5,11.5
OG43,118,,28.1,10.1
OG43,119,,49.3,15.2
OG43,120,,32.1,10.7
OG43,121,,36.5,12.8
OG43,122,,441,14
OG43,123,,45.2,17.8
OG43,124,,70.3,15.6
OG43,125,,34.5,12.6
OG43,126,,66.2,16.2
OG43,127,,29.5,9.9
OG43,128,,34.1,10
OG43,129,,63.2,16.8
OG43,130,,31.1,11.1
OG43,131,,29.7,11.5
OG43,132,,26.5,9.7
OG43,133,,49.1,14.1
OG43,134,,74.5,26.4
OG43,135,,28.1,12.1
OG43,136,,150.9,25.5
OG43,137,,48.5,15.9
OG43,138,,136.5,27.1
OG43,139,,197.2,29.4
OG43,140,,27,10.4
OG43,141,,26,10.8
OG43,142,,39.5,25.3
OG43,143,,37.2,16.1
OG43,144,,38,11
OG43,145,,77.3,18.6
OG43,146,,37.1,13.7
OG43,147,,35.9,12.1
OG43,148,,40.1,15.4
OG43,149,,25.3,28.1
OG43,150,,215,33.4
OG43,151,,46.1,12.9
OG43,152,,32.9,12.2
OG43,153,,34.3,10
OG43,154,,28,8.8
OG43,155,,31.3,7.4
OG43,156,,36.2,7.8
OG43,157,,55.3,12.5
OG43,158,,30.5,7.4
OG43,159,,50.7,14.2
OG43,160,,31,8.8
OG43,161,,55,20.8
OG43,162,,79.2,18.8
OG43,163,,54,16.7
OG43,164,,41.7,21.3
OG43,165,,37.5,7
OG43,166,,45,10.1
OG43,167,,33,10.8
OG43,168,,25.5,13.5
OG43,169,,240.7,30.5
OG43,170,,29.1,7.7
OG43,171,,30.2,10.1
OG43,172,,32.7,13.7
OG43,173,,29.1,10
OG43,174,,31.4,10.1
OG43,175,,32.2,8.2
OG43,176,,31,9.3
OG43,177,,25.3,9.9
OG43,178,,50.1,8.9
OG43,179,,34,7.8
OG43,180,,28.1,8.5
OG43,181,,70.1,17.6
OG43,182,,44,10.7
OG43,183,,39.2,12.3
OG43,184,,44.2,7.8
OG43,185,,41.2,19.4
OG43,186,,66.2,15.5
OG43,187,,26.1,10.6
OG43,188,,50.3,15.8
OG43,189,,26.1,7.5
OG43,190,,34.5,10.7
OG43,191,,31,13.8
OG43,192,,25.2,15.4
OG43,193,,270.4,29.8
OG43,194,,38.1,13.1
OG43,195,,30.3,9.8
OG43,196,,27.1,13
OG43,197,,48,16.7
OG43,198,,30.5,10.7
OG43,199,,26.1,10.1
OG43,200,,106.2,25
OG43,201,,54.5,10.2
OG43,202,,119,17.4
OG43,203,,26.3,10.4
OG43,204,,36.5,8.8
OG43,205,,49.3,13.5
OG43,206,,32.1,12.2
OG43,207,,40.1,14.7
OG43,208,,36.1,13.6
OG43,209,,71.2,21.9
OG43,210,,25,7.9
OG43,211,,42.1,12.1
OG43,212,,72.3,21
OG43,213,,31.4,9.1
OG43,214,,36.5,7.9
OG43,215,,36.7,11.5
OG43,216,,51.5,11.4
OG43,217,,35.3,12.3
OG43,218,,44.1,10.1
OG43,219,,26.2,9.3
OG43,220,,38.1,11.2
OG43,221,,26.3,7.9
OG43,222,,40.7,10.1
OG43,223,,155.2,26.2
OG43,224,,40.1,14.4
OG43,225,,51.3,16.6
OG43,226,,34,12.2
OG43,227,,27.5,14.4
OG43,228,,34,12.3
OG43,229,,33.2,14.5
OG43,230,,38.5,14.5
OG43,231,,34.2,4.5
OG43,232,,33.5,13.9
OG44,1,,36.2,10.7
OG44,2,,43.5,15.1
OG44,3,,30.1,6.9
OG44,4,,297.9,25.4
OG44,5,,56.2,18.2
OG44,6,,90.5,19.6
OG44,7,,25.1,11.1
OG44,8,,45.3,12.5
OG44,9,,36.1,10.6
OG44,10,,26.3,10.5
OG44,11,,71.9,16.4
OG44,12,,38.3,14.8
OG44,13,,34.1,12.4
OG44,14,,35.2,13
OG44,15,,60.2,15.1
OG44,16,,82.7,18.7
OG44,17,,26.2,5.8
OG44,18,,27.1,6.9
OG44,19,,26,7.4
OG44,20,,83.5,14.8
OG44,21,,89.3,17.8
OG44,22,,37.2,11.2
OG44,23,,55.6,15.2
OG44,24,,51,17.5
OG44,25,,28.3,8.3
OG44,26,,38.1,11.6
OG44,27,,26.1,7.5
OG44,28,,39.3,12.1
OG44,29,,27.4,6.7
OG44,30,,90.7,20.8
OG44,31,,29.1,9.9
OG44,32,,35.2,5.8
OG44,33,,27.1,8.9
OG44,34,,34.4,10.4
OG44,35,,31.3,6.8
OG44,36,,27.1,10.1
OG44,37,,25.2,6.1
OG44,38,,56,12.1
OG44,39,,240.3,30.9
OG44,40,,96,26.5
OG44,41,,42.1,12.4
OG44,42,,36,12.9
OG44,43,,280.5,34.7
OG44,44,,30.1,6.6
OG44,45,,32.2,8.1
OG44,46,,126.4,22.2
OG44,47,,48.3,20.8
OG44,48,,30,7
OG44,49,,34.3,10.6
OG44,50,,29.1,8.6
OG44,51,,26.3,7.5
OG44,52,,116.7,27.3
OG44,53,,80,22.6
OG44,54,,27,7.8
OG44,55,,25.1,7.7
OG44,56,,29.3,7.4
OG44,57,,117.6,22.7
OG44,58,,28.1,7.1
OG44,59,,46.1,11.7
OG44,60,,36.3,11.9
OG44,61,,26.3,11.8
OG44,62,,90.5,22.4
OG44,63,,32,11.5
OG44,64,,35.3,9.5
OG44,65,,26,7.4
OG44,66,,25,6.9
OG44,67,,27,10.7
OG44,68,,290.5,29.8
OG44,69,,127.4,27.4
OG44,70,,51,17.4
OG44,71,,45.3,13.1
OG44,72,,60.2,17.2
OG44,73,,36.2,6.8
OG44,74,,110.9,17.7
OG44,75,,27.2,
OG44,76,,93,16.2
OG44,77,,330.1,36.8
OG44,78,,62,15.3
OG44,79,,210,30.5
OG44,80,,27.3,9.2
OG44,81,,41,18.3
OG44,82,,29.1,7.5
OG44,83,,29.2,7.5
OG44,84,,63.3,16.1
OG44,85,,79.1,19.2
OG44,86,,41.7,11.4
OG44,87,,28.2,6.9
OG44,88,,83.6,19.5
OG44,89,,43.1,11.5
OG44,90,,46.3,11.8
OG44,91,,38.5,10.8
OG44,92,,39.6,10.9
OG44,93,,47.3,14.2
OG44,94,,122,23.9
OG44,95,,26.3,7.3
OG44,96,,27.5,7.2
OG44,97,,26.2,6.8
OG44,98,,39,11.7
OG44,99,,52.2,17.5
OG44,100,,29,6.8
OG44,101,,26.4,8.7
OG44,102,,146.7,32.9
OG44,103,,27.3,8.4
OG44,104,,25.4,10.7
OG44,105,,33.1,7.6
OG44,106,,28.2,10.5
OG44,107,,40.3,10.9
OG44,108,,30.1,11.2
OG44,109,,94.5,21.1
OG44,110,,39,11.6
OG44,111,,100.2,19.9
OG44,112,,62.1,11.7
OG44,113,,26,7.5
OG44,114,,27.2,11.8
OG44,115,,86.4,18.5
OG44,116,,51.3,13.2
OG44,117,,68.1,18.8
OG44,118,,33.2,11.1
OG44,119,,32.4,10
OG44,120,,39,11.5
OG44,121,,82.4,18.6
OG44,122,,55,17.5
OG44,123,,33.1,9.8
OG44,124,,28.2,8.4
OG44,125,,27.4,8.3
OG44,126,,26,7.5
OG44,127,,31,9.8
OG44,128,,41.4,7.9
OG44,129,,28.4,6.1
OG44,130,,61.2,15.2
OG44,131,,44,14.3
OG44,132,,36.6,8.5
OG44,133,,32.5,8.2
OG44,134,,75.3,15.3
OG44,135,,55.1,12.8
OG44,136,,72.4,17.4
OG44,137,,35.2,7
OG44,138,,25.6,6.5
OG44,139,,45.4,12.7
OG44,14,,68.3,17.9
OG44,141,,25.4,10
OG44,142,,137.8,24.4
OG44,143,,27.2,7.8
OG44,144,,31.6,6.1
OG44,145,,36.1,13
OG44,146,,25.4,7.1
OG44,147,,39.2,14.9
OG44,148,,46.2,15.4
OG44,149,,100.3,21.5
OG44,150,,92.6,26
OG44,151,,44,13.1
OG44,152,,27.4,10.7
OG44,153,,45.6,14.1
OG44,154,,26.1,12.5
OG44,155,,125.3,19.8
OG44,156,,97.9,22.7
OG44,157,,96.3,24.1
OG44,158,,36.6,14.5
OG44,159,,25.3,8.6
OG44,160,,36.1,13.8
OG44,161,,76.2,19.5
OG44,162,,26,7.8
OG44,163,,56.6,16.7
OG44,164,,30.2,7.4
OG44,165,,31.4,10.9
OG44,166,,85.2,20.8
OG44,167,,55.1,16.3
OG44,168,,38.6,10.2
OG44,169,,29.1,11.7
OG44,170,,34,10.8
OG44,171,,34.4,6.9
OG44,172,,50.2,13
OG44,173,,28.1,7.2
OG44,174,,48.6,12.8
OG44,175,,25.4,6.7
OG44,176,,27.6,7.8
OG44,177,,47.2,13.9
OG44,178,,287.9,20.2
OG44,179,,31.1,6.8
OG44,180,,26.3,9
OG44,181,,355.7,38.6
OG44,182,,31,7.5
OG44,183,,45.4,12.7
OG44,184,,35.1,10
OG44,185,,28.3,7.3
OG44,186,,34.5,15.2
OG44,187,,45.1,15
OG44,188,,37.2,6.8
OG44,189,,34.6,10.4
OG44,190,,58.1,15.7
OG44,191,,51.3,13.8
OG44,192,,38.6,13.1
OG44,193,,87,18.7
OG44,194,,35,10
OG44,195,,43.6,14.6
OG44,196,,31.5,12.8
OG44,197,,35.4,8.4
OG44,198,,56.12,18.6
OG44,199,,57.6,17.2
OG44,200,,61.2,18.3
OG45,1,,29.2,10.6
OG45,2,,90.5,18.1
OG45,3,,260.3,32.8
OG45,4,,38.2,15.1
OG45,5,,31.3,10.5
OG45,6,,28.1,6.9
OG45,7,,28.9,7.1
OG45,8,,141.8,26.3
OG45,9,,27.1,1.5
OG45,10,,25.7,9.2
OG45,11,,65.4,11.9
OG45,12,,320.5,31.2
OG45,13,,26.3,7.4
OG45,14,,78.2,19.6
OG45,15,,202.5,20.7
OG45,16,,38.3,13.8
OG45,17,,114,20.5
OG45,18,,25.2,5.8
OG45,19,,27.1,9.3
OG45,20,,29.3,8
OG45,21,,61.4,17.1
OG45,22,,41.2,9.2
OG45,23,,32.3,16.9
OG45,24,,151.2,25.7
OG45,25,,27.6,6.7
OG45,26,,41.2,10.2
OG45,27,,52.7,17.4
OG45,28,,29.1,6.3
OG45,29,,29,9
OG45,30,,31.5,7.4
OG45,31,,41,11.2
OG45,32,,25.1,9.8
OG45,33,,31,5.3
OG45,34,,28.1,8.7
