sp_ageF,plot,subplot,tag_number,species,status,index,toughness_N,thickness_mm,SLA,LDMC
Heisteria_sp_OG,OG46,UU4,5062,Heisteria_sp,alive,4076,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU4,6191,Heisteria_sp,alive,4266,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU3,7160,Heisteria_sp,alive,4269,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU4,4081,Heisteria_sp,alive,4257,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU4,6190,Heisteria_sp,alive,4263,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU4,7163,Heisteria_sp,alive,4234,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU4,7173,Heisteria_sp,alive,4224,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG49,FU3,1232,Heisteria_sp,alive,4482,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU1,7112,Heisteria_sp,alive,4352,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU1,6126,Heisteria_sp,alive,4335,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU1,7122,Heisteria_sp,alive,4375,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU3,1633,Heisteria_sp,alive,4318,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU3,4085,Heisteria_sp,alive,4075,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU3,7141,Heisteria_sp,alive,4289,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU1,6147,Heisteria_sp,alive,4360,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG42,UU1,7128,Heisteria_sp,alive,4325,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU1,6141,Heisteria_sp,alive,4342,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU3,7159,Heisteria_sp,alive,4270,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG49,FU1,1198,Heisteria_sp,alive,4524,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG49,FU1,1201,Heisteria_sp,alive,4525,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU4,7171,Heisteria_sp,alive,4226,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU1,6129,Heisteria_sp,alive,4334,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU1,6158,Heisteria_sp,alive,4331,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU3,7154,Heisteria_sp,alive,4112,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU1,6162,Heisteria_sp,alive,4398,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU1,6166,Heisteria_sp,alive,4394,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU1,6144,Heisteria_sp,alive,4350,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU3,1647,Heisteria_sp,alive,4303,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU4,6181,Heisteria_sp,alive,4245,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU4,6180,Heisteria_sp,alive,4246,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU3,1644,Heisteria_sp,alive,4279,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU3,1640,Heisteria_sp,alive,4291,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU4,6176,Heisteria_sp,alive,4251,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU3,7157,Heisteria_sp,alive,4272,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU1,7123,Heisteria_sp,alive,4373,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU1,6157,Heisteria_sp,alive,4330,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG45,FU3,1677,Heisteria_sp,alive,4096,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU3,7149,Heisteria_sp,alive,4281,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU1,6153,Heisteria_sp,alive,4369,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU4,7181,Heisteria_sp,alive,4216,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU4,7178,Heisteria_sp,alive,4219,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU1,7111,Heisteria_sp,alive,4359,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU3,1655,Heisteria_sp,alive,4319,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG41,FU1,5102,Heisteria_sp,alive,4069,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU1,1620,Heisteria_sp,alive,4362,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU3,7153.2,Heisteria_sp,alive,4275,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU1,6146,Heisteria_sp,alive,3809,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU1,1618,Heisteria_sp,alive,4357,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU4,7176,Heisteria_sp,alive,4221,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG49,FU1,1197,Heisteria_sp,alive,4523,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU1,6136.1,Heisteria_sp,alive,4311,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG42,UU1,1622,Heisteria_sp,alive,4377,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU1,7110,Heisteria_sp,alive,4338,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU3,7155,Heisteria_sp,alive,4274,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU4,6179,Heisteria_sp,alive,4248,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU1,6142,Heisteria_sp,alive,4348,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU1,6137,Heisteria_sp,alive,4390,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU1,7131,Heisteria_sp,alive,4355,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU1,6130,Heisteria_sp,alive,4384,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU1,6146,Heisteria_sp,alive,4358,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU3,7146,Heisteria_sp,alive,4284,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG38,FD3,5008,Heisteria_sp,alive,3466,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU2,1623,Heisteria_sp,alive,4314,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU4,7174,Heisteria_sp,alive,4223,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU4,7193,Heisteria_sp,alive,4203,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU1,7132,Heisteria_sp,alive,4353,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU3,7148,Heisteria_sp,alive,4282,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UD2,7196,Heisteria_sp,alive,4199,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU3,7152,Heisteria_sp,alive,4277,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU3,7153.1,Heisteria_sp,alive,4276,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU3,6186,Heisteria_sp,alive,4240,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU1,6165,Heisteria_sp,alive,4395,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU1,7121,Heisteria_sp,alive,4376,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU4,7187,Heisteria_sp,alive,4209,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG45,FU3,1684,Heisteria_sp,alive,4102,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU4,7183,Heisteria_sp,alive,4214,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU1,7117,Heisteria_sp,alive,4345,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU4,6178,Heisteria_sp,alive,4249,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU3,1639,Heisteria_sp,alive,4293,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU1,6132,Heisteria_sp,alive,4385,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU4,7172,Heisteria_sp,alive,4225,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU1,6150,Heisteria_sp,alive,4363,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU4,6169,Heisteria_sp,alive,4260,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU1,6134,Heisteria_sp,alive,4393,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG45,FU2,1680,Heisteria_sp,alive,4098,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU3,1636,Heisteria_sp,alive,4307,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU4,7168,Heisteria_sp,alive,4229,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU4,6174,Heisteria_sp,alive,4254,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU1,6161,Heisteria_sp,alive,4399,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU4,7194,Heisteria_sp,alive,4202,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU1,6154,Heisteria_sp,alive,4372,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU4,7182,Heisteria_sp,alive,4215,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU1,7118,Heisteria_sp,alive,4344,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU4,7179,Heisteria_sp,alive,4218,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU1,7119,Heisteria_sp,alive,4343,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU1,7114,Heisteria_sp,alive,4381,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU4,7189,Heisteria_sp,alive,4207,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU4,7165,Heisteria_sp,alive,4232,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU2,7135,Heisteria_sp,alive,4317,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG49,FU1,7333,Heisteria_sp,alive,4527,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU3,7161,Heisteria_sp,alive,4237,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU3,1643,Heisteria_sp,alive,4305,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU1,6156,Heisteria_sp,alive,4370,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU3,6189,Heisteria_sp,alive,4238,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG49,FU1,1196,Heisteria_sp,alive,4522,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU3,7140,Heisteria_sp,alive,4290,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU3,7138,Heisteria_sp,alive,4320,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU4,6184,Heisteria_sp,alive,4242,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG49,FU2,1208,Heisteria_sp,alive,4439,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU1,6163,Heisteria_sp,alive,4397,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU3,7145,Heisteria_sp,alive,4285,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU4,7192,Heisteria_sp,alive,4204,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU1,7125,Heisteria_sp,alive,4340,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU4,7166,Heisteria_sp,alive,4231,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU4,6188,Heisteria_sp,alive,4264,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU1,7139,Heisteria_sp,alive,4312,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU1,6145,Heisteria_sp,alive,4351,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU1,1607,Heisteria_sp,alive,4374,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG49,FU3,1226,Heisteria_sp,alive,4489,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU4,7170,Heisteria_sp,alive,4259,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU1,6143,Heisteria_sp,alive,4349,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU3,1641,Heisteria_sp,alive,4306,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU4,6172,Heisteria_sp,alive,4256,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU1,7113,Heisteria_sp,alive,4382,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU3,6195,Heisteria_sp,alive,4090,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU3,7151,Heisteria_sp,alive,4278,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU1,6133,Heisteria_sp,alive,4386,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU4,6193,Heisteria_sp,alive,4267,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG49,FU3,1222,Heisteria_sp,alive,4487,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU3,1653,Heisteria_sp,alive,4298,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU3,1637,Heisteria_sp,alive,4292,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU3,1638,Heisteria_sp,alive,4300,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU3,1635,Heisteria_sp,alive,4309,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG45,FU3,1678,Heisteria_sp,alive,4097,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU4,7185,Heisteria_sp,alive,4212,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU1,6135,Heisteria_sp,alive,4391,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU4,7184,Heisteria_sp,alive,4213,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU1,6164,Heisteria_sp,alive,4396,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU1,6125,Heisteria_sp,alive,4333,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU1,7130,Heisteria_sp,alive,4313,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG45,FU3,1681,Heisteria_sp,alive,4099,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG49,FU3,1230,Heisteria_sp,alive,4485,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp_OG,OG46,UU4,6168,Heisteria_sp,dying,4261,2.986805556,0.151152778,27.00979641,322.1170611
Heisteria_sp2_OG,OG45,FD3,5079,Heisteria_sp2,alive,4123,NA,NA,NA,NA
Heisteria_sp2_OG,OG43,UU2,7626,Heisteria_sp2,alive,5076,NA,NA,NA,NA
Heisteria_sp2_OG,OG45,UU3,5074,Heisteria_sp2,alive,4117,NA,NA,NA,NA
Heisteria_sp2_OG,OG43,UU2,7625,Heisteria_sp2,alive,5115,NA,NA,NA,NA
Huberodendron_sp2_OG,OG45,FU2,1670,Huberodendron_sp2,alive,4093,1.787222222,0.106833333,44.6474537,194.9246527
Huberodendron_sp2_OG,OG49,FD3,7366,Huberodendron_sp2,alive,4588,1.787222222,0.106833333,44.6474537,194.9246527
Huberodendron_sp2_OG,OG45,FU2,1669,Huberodendron_sp2,alive,4092,1.787222222,0.106833333,44.6474537,194.9246527
Huberodendron_sp2_old_CR,CR14,UD3,3077,Huberodendron_sp2,alive,4757,NA,NA,NA,NA
Huevo_de_mono_OG,OG49,FD1,7356,Huevo_de_mono,alive,4501,NA,NA,NA,NA
Huevo_de_mono_OG,OG49,FD1,7355,Huevo_de_mono,alive,4504,NA,NA,NA,NA
Huevo_de_mono_OG,OG49,FD1,7354,Huevo_de_mono,alive,4505,NA,NA,NA,NA
Huevo_de_mono_OG,OG49,FD1,7362,Huevo_de_mono,alive,4497,NA,NA,NA,NA
Huevo_de_mono_OG,OG49,FD1,7363,Huevo_de_mono,alive,4506,NA,NA,NA,NA
Hymenolobium_heterocarpum_old_CR,CR10,UU3,5094,Hymenolobium_heterocarpum,alive,4236,NA,NA,NA,NA
Indet_no_leaves_old_CR,CR14,FD3,4308,Indet_no_leaves,alive,4766,NA,NA,NA,NA
Indet_OG,OG42,FU3,6077,Indet,alive,3378,NA,NA,NA,NA
Indet_OG,OG38,UD1,7015,Indet,alive,3520,NA,NA,NA,NA
Indet_OG,OG42,FD3,4209,Indet,alive,3291,NA,NA,NA,NA
Indet_OG,OG39,FD3,3021,Indet,alive,3536,NA,NA,NA,NA
Indet_OG,OG42,FU3,6075,Indet,alive,3369,NA,NA,NA,NA
Indet_OG,OG38,UD1,7014,Indet,alive,3521,NA,NA,NA,NA
Indet_old_CR,CR10,FD3,7203,Indet,alive,3800,NA,NA,NA,NA
Indet_old_CR,CR06,FD3,2001,Indet,sapling,3445,NA,NA,NA,NA
Indet_old_PR,PR26,UU4,7074,Indet,alive,3734,NA,NA,NA,NA
Ing_acuminata_OG,OG38,FD3,6008,Ing_acuminata,alive,3568,NA,NA,NA,NA
Inga_acuminata_OG,OG38,UD1,6005,Inga_acuminata,alive,3515,1.403333333,0.08175,41.81121953,322.8263215
Inga_acuminata_OG,OG45,FD1,3182,Inga_acuminata,alive,4077,1.403333333,0.08175,41.81121953,322.8263215
Inga_acuminata_OG,OG46,UU1,1612,Inga_acuminata,alive,4392,1.403333333,0.08175,41.81121953,322.8263215
Inga_acuminata_OG,OG38,UD1,4011,Inga_acuminata,alive,3523,1.403333333,0.08175,41.81121953,322.8263215
Inga_acuminata_OG,OG38,FD2,7025,Inga_acuminata,alive,3570,1.403333333,0.08175,41.81121953,322.8263215
Inga_acuminata_OG,OG38,UD2,4012,Inga_acuminata,alive,3594,1.403333333,0.08175,41.81121953,322.8263215
Inga_acuminata_old_CR,CR12,UU1,7429,Inga_acuminata,alive,4943,1.831666667,0.101083333,28.976364,373.2925471
Inga_carinata_OG,OG52,UD3,4279,Inga_carinata,alive,4612,2.149155556,0.14016,29.86268507,283.1637528
Inga_carinata_OG,OG42,FD2,3156,Inga_carinata,alive,3300,2.149155556,0.14016,29.86268507,283.1637528
Inga_carinata_OG,OG42,UD1,7274,Inga_carinata,alive,4126,2.149155556,0.14016,29.86268507,283.1637528
Inga_carinata_OG,OG47,UU4,7271,Inga_carinata,alive,3878,2.149155556,0.14016,29.86268507,283.1637528
Inga_carinata_OG,OG42,UD1,6105,Inga_carinata,alive,3308,2.149155556,0.14016,29.86268507,283.1637528
Inga_carinata_OG,OG42,UD1,6107,Inga_carinata,alive,3310,2.149155556,0.14016,29.86268507,283.1637528
Inga_carinata_OG,OG40,UU4,7502,Inga_carinata,alive,4971,2.149155556,0.14016,29.86268507,283.1637528
Inga_carinata_OG,OG46,UD3,3168,Inga_carinata,alive,4194,2.149155556,0.14016,29.86268507,283.1637528
Inga_carinata_OG,OG46,UU1,1608,Inga_carinata,alive,4329,2.149155556,0.14016,29.86268507,283.1637528
Inga_carinata_OG,OG45,FD1,3183,Inga_carinata,alive,4078,2.149155556,0.14016,29.86268507,283.1637528
Inga_carinata_OG,OG44,UU1,7445,Inga_carinata,alive,4899,2.149155556,0.14016,29.86268507,283.1637528
Inga_carinata_OG,OG46,UD3,3171,Inga_carinata,alive,4185,2.149155556,0.14016,29.86268507,283.1637528
Inga_carinata_OG,OG46,UU4,7191,Inga_carinata,alive,4205,2.149155556,0.14016,29.86268507,283.1637528
Inga_carinata_OG,OG39,UU2,1459,Inga_carinata,alive,3442,2.149155556,0.14016,29.86268507,283.1637528
Inga_carinata_OG,OG42,UD1,4211,Inga_carinata,alive,3311,2.149155556,0.14016,29.86268507,283.1637528
Inga_carinata_OG,OG46,UD3,3172,Inga_carinata,alive,4186,2.149155556,0.14016,29.86268507,283.1637528
Inga_carinata_OG,OG42,UD1,6112,Inga_carinata,alive,3318,2.149155556,0.14016,29.86268507,283.1637528
Inga_carinata_OG,OG42,UD1,6110,Inga_carinata,alive,3316,2.149155556,0.14016,29.86268507,283.1637528
Inga_carinata_OG,OG42,UD1,4212,Inga_carinata,alive,3312,2.149155556,0.14016,29.86268507,283.1637528
Inga_carinata_OG,OG44,UU1,7443,Inga_carinata,alive,4907,2.149155556,0.14016,29.86268507,283.1637528
Inga_carinata_OG,OG46,UD3,3169,Inga_carinata,alive,4193,2.149155556,0.14016,29.86268507,283.1637528
Inga_carinata_OG,OG46,UD3,3170,Inga_carinata,alive,4192,2.149155556,0.14016,29.86268507,283.1637528
Inga_carinata_OG,OG46,UD3,3173,Inga_carinata,alive,4191,2.149155556,0.14016,29.86268507,283.1637528
Inga_carinata_OG,OG42,FU1,4172,Inga_carinata,alive,3383,2.149155556,0.14016,29.86268507,283.1637528
Inga_carinata_OG,OG40,UU4,7503,Inga_carinata,alive,4854,2.149155556,0.14016,29.86268507,283.1637528
Inga_carinata_OG,OG42,UD1,6111,Inga_carinata,alive,3317,2.149155556,0.14016,29.86268507,283.1637528
Inga_carinata_OG,OG46,UU3,1646,Inga_carinata,alive,4304,2.149155556,0.14016,29.86268507,283.1637528
Inga_carinata_OG,OG42,UD1,6106,Inga_carinata,alive,3309,2.149155556,0.14016,29.86268507,283.1637528
Inga_carinata_OG,OG45,FU1,6196,Inga_carinata,alive,4150,2.149155556,0.14016,29.86268507,283.1637528
Inga_carinata_OG,OG45,UU2,4097,Inga_carinata,alive,4114,2.149155556,0.14016,29.86268507,283.1637528
Inga_carinata_old_CR,CR12,UU4,7438,Inga_carinata,alive,4949,2.412708333,0.138614583,25.01125042,338.9647065
Inga_carinata_old_CR,CR12,UU2,7435,Inga_carinata,alive,4946,2.412708333,0.138614583,25.01125042,338.9647065
Inga_carinata_old_CR,CR12,UU4,7439,Inga_carinata,alive,4904,2.412708333,0.138614583,25.01125042,338.9647065
Inga_carinata_old_CR,CR10,FU3,5091,Inga_carinata,alive,3976,2.412708333,0.138614583,25.01125042,338.9647065
Inga_carinata_old_CR,CR04,UU2,1496,Inga_carinata,alive,3715,2.412708333,0.138614583,25.01125042,338.9647065
Inga_carinata_old_CR,CR12,UU1,7430,Inga_carinata,alive,4941,2.412708333,0.138614583,25.01125042,338.9647065
Inga_carinata_old_CR,CR12,UU1,7433,Inga_carinata,alive,4942,2.412708333,0.138614583,25.01125042,338.9647065
Inga_carinata_old_CR,CR12,UU2,7436,Inga_carinata,alive,4947,2.412708333,0.138614583,25.01125042,338.9647065
Inga_carinata_old_CR,CR08,UU1,7545,Inga_carinata,alive,5014,2.412708333,0.138614583,25.01125042,338.9647065
Inga_carinata_young_CR,CR09,UU4,4241,Inga_carinata,alive,3890,NA,NA,NA,NA
Inga_chocoensis_OG,OG42,FD2,4205,Inga_chocoensis,alive,3298,NA,NA,NA,NA
Inga_chocoensis_OG,OG42,FD1,4195,Inga_chocoensis,alive,3302,NA,NA,NA,NA
Inga_chocoensis_OG,OG42,FD2,4206,Inga_chocoensis,alive,3299,NA,NA,NA,NA
Inga_chocoensis_OG,OG42,UU2,1866,Inga_chocoensis,alive,3358,NA,NA,NA,NA
Inga_chocoensis_OG,OG42,FU3,4177,Inga_chocoensis,alive,3373,NA,NA,NA,NA
Inga_chocoensis_OG,OG42,FD2,4199,Inga_chocoensis,alive,3294,NA,NA,NA,NA
Inga_chocoensis_OG,OG42,FD2,4200,Inga_chocoensis,alive,3296,NA,NA,NA,NA
Inga_chocoensis_OG,OG42,FD2,4197,Inga_chocoensis,alive,3295,NA,NA,NA,NA
Inga_chocoensis_old_CR,CR14,UU4,7358,Inga_chocoensis,alive,4750,2.753333333,0.124875,10.52304657,375.9126051
Inga_chocoensis_old_CR,CR14,UU4,7360.3,Inga_chocoensis,alive,4747,2.753333333,0.124875,10.52304657,375.9126051
Inga_chocoensis_old_PR,PR26,FD3,4166,Inga_chocoensis,alive,3724,1.953117284,0.102582407,39.14674543,307.0804332
Inga_chocoensis_old_PR,PR32,UU1,1886,Inga_chocoensis,alive,4027,1.953117284,0.102582407,39.14674543,307.0804332
Inga_chocoensis_old_PR,PR26,FD1,6016,Inga_chocoensis,alive,3625,1.953117284,0.102582407,39.14674543,307.0804332
Inga_chocoensis_old_PR,PR24,UU4,7428,Inga_chocoensis,alive,4937,1.953117284,0.102582407,39.14674543,307.0804332
Inga_chocoensis_old_PR,PR24,UU4,7426,Inga_chocoensis,alive,4936,1.953117284,0.102582407,39.14674543,307.0804332
Inga_chocoensis_old_PR,PR26,FD3,6014,Inga_chocoensis,alive,3725,1.953117284,0.102582407,39.14674543,307.0804332
Inga_hoja_blanca_old_CR,CR11,UU4,4071,Inga_hoja_blanca,alive,3827,1.928425926,0.096041667,37.97835077,361.7785717
