"Census","Plot","Treatment","Date","Morphotype","Total","Genus","plant_species","Source","DispersalSyndrome","DS_level","DS_source"
5,"PR19","D","13/02/23","M7",2,"Cordia","Cordia_dwyeri","blast.sebas.class","zoochory","species","Tesis Gustavo Delgado Martínez"
5,"PR19","FD","13/02/23","M3",1,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
5,"OG41","D","14/02/23","M7",1,"Cordia","Cordia_dwyeri","blast.sebas.class","zoochory","species","Tesis Gustavo Delgado Martínez"
5,"OG41","D","14/02/23","M70",6,"Coussapoa","Coussapoa_villosa","blast.sebas.class","","",""
5,"OG41","FD","14/02/23","M91",6,"Guarea","Guarea_macrophylla","blast.sebas.class","zoochory","species","TRY"
5,"CR02","C","15/02/23","M3",1,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
5,"CR02","C","15/02/23","M98",1,"Vismia","Vismia_baccifera","blast.sebas.class","zoochory","species","field_observation"
5,"CR02","CF","15/02/23","M7",3,"Cordia","Cordia_dwyeri","blast.sebas.class","zoochory","species","Tesis Gustavo Delgado Martínez"
5,"CR02","D","15/02/23","M3",3,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
5,"CR13","C","15/02/23","M99",14,"Cordia","Cordia_alliodora","blast.sebas.class","anemochory","species","TRY"
5,"CR13","CF","15/02/23","M15",5,"Ficus","Ficus_tonduzii","blast.sebas.class","zoochory","genus","field_observation/fruit_morphology"
5,"CR13","CF","15/02/23","M99",6,"Cordia","Cordia_alliodora","blast.sebas.class","anemochory","species","TRY"
5,"CR13","D","15/02/23","M3",2,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
5,"CR13","D","15/02/23","M99",2,"Cordia","Cordia_alliodora","blast.sebas.class","anemochory","species","TRY"
5,"PA55","CF","15/02/23","M94",1,"Tetrorchidium","Tetrorchidium_andinum","blast.sebas.class","zoochory","species","field_observation"
5,"PR33","C","15/02/23","M4",1,"Piper","Piper_pequeina","blast.sebas.class","zoochory","species","field_observation"
5,"PR33","C","15/02/23","M60",5,"","","vsearch.viri.class","","",""
5,"PR33","CF","15/02/23","M99",2,"Cordia","Cordia_alliodora","blast.sebas.class","anemochory","species","TRY"
6,"CR06","C","20/02/23","M7",1,"Cordia","Cordia_dwyeri","blast.sebas.class","zoochory","species","Tesis Gustavo Delgado Martínez"
6,"CR06","C","20/02/23","M17",1,"Pouteria","Pouteria_caimito","blast.sebas.class","zoochory","species","TRY"
6,"CR06","FD","20/02/23","M3",1,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
6,"CR06","FD","20/02/23","M46",1,"Sciodaphyllum","Sciodaphyllum_pedicillatum","blast.sebas.class","","",""
6,"PR23","CF","20/02/23","M7",3,"Cordia","Cordia_dwyeri","blast.sebas.class","zoochory","species","Tesis Gustavo Delgado Martínez"
6,"PR23","D","20/02/23","M7",3,"Cordia","Cordia_dwyeri","blast.sebas.class","zoochory","species","Tesis Gustavo Delgado Martínez"
6,"PR26","C","20/02/23","M100",8,"Palicourea","Palicourea_chignul","blast.sebas.class","zoochory","species","Taylor 1997"
6,"PR26","C","20/02/23","M100",8,"Palicourea","Palicourea_chignul","blast.sebas.class","zoochory","species","Taylor 1998"
6,"PR26","C","20/02/23","M100",8,"Palicourea","Palicourea_chignul","blast.sebas.class","zoochory","species","Taylor 1999"
6,"PR26","CF","20/02/23","M70",4,"Coussapoa","Coussapoa_villosa","blast.sebas.class","","",""
6,"PR26","D","20/02/23","M100",4,"Palicourea","Palicourea_chignul","blast.sebas.class","zoochory","species","Taylor 1997"
6,"PR26","D","20/02/23","M100",4,"Palicourea","Palicourea_chignul","blast.sebas.class","zoochory","species","Taylor 1998"
6,"PR26","D","20/02/23","M100",4,"Palicourea","Palicourea_chignul","blast.sebas.class","zoochory","species","Taylor 1999"
6,"PR26","FD","20/02/23","M84",7,"Piptocoma","Piptocoma_discolor","blast.sebas.class","anemochory","species","TRY"
6,"OG39","C","22/02/23","M70",1,"Coussapoa","Coussapoa_villosa","blast.sebas.class","","",""
6,"PR21","CF","22/02/23","M15",1,"Ficus","Ficus_tonduzii","blast.sebas.class","zoochory","genus","field_observation/fruit_morphology"
6,"PR21","FD","22/02/23","M94",13,"Tetrorchidium","Tetrorchidium_andinum","blast.sebas.class","zoochory","species","field_observation"
6,"CA62","CF","23/02/23","M15",18,"Ficus","Ficus_tonduzii","blast.sebas.class","zoochory","genus","field_observation/fruit_morphology"
6,"CR05","C","23/02/23","M3",10,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
6,"CR05","C","23/02/23","M7",1,"Cordia","Cordia_dwyeri","blast.sebas.class","zoochory","species","Tesis Gustavo Delgado Martínez"
6,"CR05","CF","23/02/23","M4",5,"Piper","Piper_pequeina","blast.sebas.class","zoochory","species","field_observation"
6,"CR05","D","23/02/23","M3",3,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
6,"CR05","FD","23/02/23","M3",21,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
6,"PA57","C","23/02/23","M15",7,"Ficus","Ficus_tonduzii","blast.sebas.class","zoochory","genus","field_observation/fruit_morphology"
6,"PA57","D","23/02/23","M3",1,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
6,"PA57","D","23/02/23","M59",16,"Cecropia","Cecropia_garciae","blast.sebas.class","zoochory","species","field_observation"
6,"PA57","D","23/02/23","M69",1,"","","vsearch.viri.class","","",""
6,"PA57","FD","23/02/23","M15",2,"Ficus","Ficus_tonduzii","blast.sebas.class","zoochory","genus","field_observation/fruit_morphology"
6,"PR22","C","23/02/23","M3",1,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
6,"PR22","C","23/02/23","M7",1,"Cordia","Cordia_dwyeri","blast.sebas.class","zoochory","species","Tesis Gustavo Delgado Martínez"
6,"PR22","CF","23/02/23","M3",2,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
6,"PR22","CF","23/02/23","M59",2,"Cecropia","Cecropia_garciae","blast.sebas.class","zoochory","species","field_observation"
6,"PR22","FD","23/02/23","M1",44,"Piper","Piper_pequeina","blast.sebas.class","zoochory","species","field_observation"
6,"OG42","CF","24/02/23","M3",1,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
6,"OG42","CF","24/02/23","M15",2,"Ficus","Ficus_tonduzii","blast.sebas.class","zoochory","genus","field_observation/fruit_morphology"
6,"OG42","FD","24/02/23","M56",2,"Cecropia","Cecropia_insignis","blast.sebas.class","zoochory","species","field_observation"
6,"PR19","D","24/02/23","M3",1,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
6,"CR02","C","28/02/23","M80",122,"Banara","Banara_guianensis","blast.sebas.class","zoochory","species","field_observation"
6,"CR02","D","28/02/23","M3",1,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
6,"CR02","FD","28/02/23","M101",9,"Aegiphila","Aegiphila_alba","blast.sebas.class","zoochory","genus","Moura et al. 2011 "
6,"CR02","FD","28/02/23","M101",9,"Aegiphila","Aegiphila_alba","blast.sebas.class","zoochory","genus","Moura et al. 2012"
6,"CR02","FD","28/02/23","M101",9,"Aegiphila","Aegiphila_alba","blast.sebas.class","zoochory","genus","Moura et al. 2013"
6,"CR13","C","28/02/23","M99",4,"Cordia","Cordia_alliodora","blast.sebas.class","anemochory","species","TRY"
6,"CR13","CF","28/02/23","M15",1,"Ficus","Ficus_tonduzii","blast.sebas.class","zoochory","genus","field_observation/fruit_morphology"
6,"CR13","D","28/02/23","M15",3,"Ficus","Ficus_tonduzii","blast.sebas.class","zoochory","genus","field_observation/fruit_morphology"
2,"CR13","FD","28/02/23","M15",1,"Ficus","Ficus_tonduzii","blast.sebas.class","zoochory","genus","field_observation/fruit_morphology"
6,"PR33","C","28/02/23","M60",5,"","","vsearch.viri.class","","",""
6,"PR33","C","28/02/23","M64",5,"Compsoneura","Compsoneura_mutisii","blast.sebas.class","zoochory","genus","genus/fruit morphology"
6,"PR33","D","28/02/23","M64",2,"Compsoneura","Compsoneura_mutisii","blast.sebas.class","zoochory","genus","genus/fruit morphology"
6,"PR33","FD","28/02/23","M7",1,"Cordia","Cordia_dwyeri","blast.sebas.class","zoochory","species","Tesis Gustavo Delgado Martínez"
6,"PR33","FD","28/02/23","M15",1,"Ficus","Ficus_tonduzii","blast.sebas.class","zoochory","genus","field_observation/fruit_morphology"
6,"CR10","CF","01/03/23","M100",1,"Palicourea","Palicourea_chignul","blast.sebas.class","zoochory","species","Taylor 1997"
6,"CR10","CF","01/03/23","M100",1,"Palicourea","Palicourea_chignul","blast.sebas.class","zoochory","species","Taylor 1998"
6,"CR10","CF","01/03/23","M100",1,"Palicourea","Palicourea_chignul","blast.sebas.class","zoochory","species","Taylor 1999"
6,"CR10","D","01/03/23","M7",1,"Cordia","Cordia_dwyeri","blast.sebas.class","zoochory","species","Tesis Gustavo Delgado Martínez"
6,"CR11","C","01/03/23","M7",3,"Cordia","Cordia_dwyeri","blast.sebas.class","zoochory","species","Tesis Gustavo Delgado Martínez"
6,"CR11","CF","01/03/23","M102",1,"Caryodaphnopsis","Caryodaphnopsis_theobromifolia","blast.sebas.class","","",""
6,"CR11","D","01/03/23","M37",14,"Pouteria","Pouteria_caimito","blast.sebas.class","zoochory","species","TRY"
6,"OG45","CF","01/03/23","M88",1,"Sciodaphyllum","Sciodaphyllum_pedicillatum","blast.sebas.class","","",""
6,"OG45","CF","01/03/23","M94",1,"Tetrorchidium","Tetrorchidium_andinum","blast.sebas.class","zoochory","species","field_observation"
6,"PR31","D","01/03/23","M63",6,"Ficus","Ficus_pertusa","blast.sebas.class","zoochory","species","field_observation"
6,"CA64","C","06/03/23","M23",4,"Trema","Trema_micrantha","blast.sebas.class","zoochory","species","field_observation"
6,"CA64","C","06/03/23","M50",2,"Cecropia","Cecropia_insignis","blast.sebas.class","zoochory","species","field_observation"
6,"CA64","C","06/03/23","M100",1,"Palicourea","Palicourea_chignul","blast.sebas.class","zoochory","species","Taylor 1997"
6,"CA64","C","06/03/23","M100",1,"Palicourea","Palicourea_chignul","blast.sebas.class","zoochory","species","Taylor 1998"
6,"CA64","C","06/03/23","M100",1,"Palicourea","Palicourea_chignul","blast.sebas.class","zoochory","species","Taylor 1999"
6,"CA64","CF","06/03/23","M3",1,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
6,"CA64","CF","06/03/23","M50",12,"Cecropia","Cecropia_insignis","blast.sebas.class","zoochory","species","field_observation"
6,"CA64","CF","06/03/23","M59",1,"Cecropia","Cecropia_garciae","blast.sebas.class","zoochory","species","field_observation"
6,"CA64","D","06/03/23","M3",5,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
6,"CA64","D","06/03/23","M7",1,"Cordia","Cordia_dwyeri","blast.sebas.class","zoochory","species","Tesis Gustavo Delgado Martínez"
6,"CA64","D","06/03/23","M23",2,"Trema","Trema_micrantha","blast.sebas.class","zoochory","species","field_observation"
6,"CA64","D","06/03/23","M50",2,"Cecropia","Cecropia_insignis","blast.sebas.class","zoochory","species","field_observation"
6,"CA64","D","06/03/23","M51",1,"Cecropia","Cecropia_utcubambana","vsearch.viri.class","zoochory","genus","field_observation/fruit morphology"
6,"CA64","D","06/03/23","M94",6,"Tetrorchidium","Tetrorchidium_andinum","blast.sebas.class","zoochory","species","field_observation"
6,"CA64","FD","06/03/23","M3",2,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
6,"CA64","FD","06/03/23","M23",1,"Trema","Trema_micrantha","blast.sebas.class","zoochory","species","field_observation"
6,"CA64","FD","06/03/23","M50",16,"Cecropia","Cecropia_insignis","blast.sebas.class","zoochory","species","field_observation"
6,"CR14","C","07/03/23","M59",10,"Cecropia","Cecropia_garciae","blast.sebas.class","zoochory","species","field_observation"
6,"CR14","D","07/03/23","M7",8,"Cordia","Cordia_dwyeri","blast.sebas.class","zoochory","species","Tesis Gustavo Delgado Martínez"
6,"OG49","D","07/03/23","M21",1,"Wettinia","Wettinia_quinaria","blast.sebas.class","zoochory","species","TRY"
6,"OG49","FD","07/03/23","M7",1,"Cordia","Cordia_dwyeri","blast.sebas.class","zoochory","species","Tesis Gustavo Delgado Martínez"
6,"OG49","FD","07/03/23","M81",1,"Pouteria","Pouteria_sapota","blast.sebas.class","zoochory","genus","field_observation/fruit_morphology"
6,"OG49","FD","07/03/23","M83",1,"Urena","Urena_lobata","vsearch.viri.class",NA,NA,NA
6,"PR34","C","07/03/23","M3",5,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
6,"PR34","CF","07/03/23","M3",1,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
6,"PR34","CF","07/03/23","M59",1,"Cecropia","Cecropia_garciae","blast.sebas.class","zoochory","species","field_observation"
6,"PR36","C","07/03/23","M3",14,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
6,"PR36","C","07/03/23","M7",1,"Cordia","Cordia_dwyeri","blast.sebas.class","zoochory","species","Tesis Gustavo Delgado Martínez"
6,"PR36","CF","07/03/23","M3",3,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
6,"PR36","D","07/03/23","M3",5,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
6,"PR36","FD","07/03/23","M1",1,"Piper","Piper_pequeina","blast.sebas.class","zoochory","species","field_observation"
6,"PR36","FD","07/03/23","M3",4,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
6,"CA63","C","08/03/23","M3",3,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
6,"CA63","CF","08/03/23","M3",7,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
6,"CA63","FD","08/03/23","M3",1,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
6,"OG52","FD","08/03/23","M21",2,"Wettinia","Wettinia_quinaria","blast.sebas.class","zoochory","species","TRY"
